rank,mlb_player_id,name,fv,fg_year,fg_score,v4_score,v5_score,v7_score
66,800169,Aroon Escobar,45.0,2025.0,36.30600950157903,28.93298718030356,28.19765095169748,34.02056918233578
67,805999,A.J. Ewing,45.0,2025.0,36.14810751064122,30.625657164894577,24.327171393318753,33.86152382975964
68,703155,Lazaro Montes,45.0,2025.0,32.22115433200604,42.49134762038876,26.425208246855703,33.69559838116755
69,806985,Yoeilin Cespedes,45.0,2025.0,31.928234765893176,36.94511127881862,36.637021957727626,33.40248878766171
70,815931,Ruben Castillo,40.0,2025.0,20.5592932857339,61.309556490819496,65.27106167610654,33.18052276578828
71,690976,Alex Freeland,50.0,2025.0,43.182754414389684,11.468809378315772,6.095157586895693,33.1312057244255
72,815195,Wilder Dalis,,,25.0,50.76563170194805,52.734023052401504,32.92652864562976
73,826928,Owen Carey,,,25.0,50.37007020318234,52.34151674585935,32.80816571522241
74,691788,Joe Mack,50.0,2025.0,40.49842098036524,16.947040535300545,10.369386483366698,32.77524144165245
75,699024,Leonardo Bernal,50.0,2025.0,37.198498805437325,22.284365192656036,19.702393844519374,32.46606158678927
76,808153,Luis Merejo,,,25.0,49.201782919620996,50.13814585949071,32.35417116987327
77,807080,Eric Hartman,,,25.0,48.627840409061534,49.88490634356735,32.21405871616904
78,694224,Gabriel Gonzalez,45.0,2025.0,33.51183125085817,33.82036279580988,18.52737458390049,32.075091893152745
79,807957,Yassel Soler,40.0,2025.0,27.49324915556776,42.36514073486615,42.55756315185068,31.97405887105573
80,808307,Kleyver Salazar,,,25.0,48.34863310929649,47.03226206876374,31.87295282873567
81,806191,Tai Peete,45.0,2025.0,29.69701136894137,35.94733045969397,35.631530585335376,31.54052710873129
82,690291,Jace Jung,50.0,2024.0,41.48931305780585,9.847212684057999,4.29725844995566,31.44168752227126
83,806981,Luis Almeyda,,,25.0,45.85700572556344,46.80597675562318,31.351998820675007
84,701649,James Triantos,45.0,2025.0,38.45713763558973,16.63048218234159,10.696999554383638,31.315792736819493
85,805127,Devin Taylor,45.0,2025.0,35.658382534669784,21.141034004966244,18.872620093390633,31.07633658460116
86,703185,Nelson Rada,45.0,2025.0,27.010389564739807,42.334427407774136,36.870427453052294,31.06120092217792
87,806967,Brailer Guerrero,45.0,2025.0,23.138358780722232,49.05766532240381,50.43009669485205,31.05139388047153
88,701339,Marek Houston,45.0,2025.0,34.8116619250309,22.394105115597114,20.837495992601482,30.930733969901198
89,821379,Juan Mateo,35.0,2025.0,13.350725415350817,70.51815806312462,72.44639626510362,30.693779029880858
90,808288,Luis Lameda,,,25.0,43.673711347338475,43.31446282473408,30.566188551941103
91,808041,Abraham Nunez,,,25.0,43.28635924366317,43.137470292054935,30.47101887793813
92,825582,Nate George,40.0,2025.0,21.30532297130304,52.16553645834856,49.795383583985306,30.32637172998037
93,800306,Jansel Luis,45.0,2025.0,30.16614035424962,30.801451505629696,29.789278641887464,30.25551641328942
94,808702,Jorge Hernandez,,,25.0,42.494210461456866,40.409404222812626,30.03978251457264
95,808119,Yaikel Mijares,,,25.0,42.20434657927809,40.93610451972589,30.03447976782821
96,815924,Eduardo Beltre,40.0,2025.0,18.691930907593026,56.6471781858982,56.14712366112254,30.028499638607013
97,815352,Caleb Bonemer,45.0,2025.0,25.124719730880134,42.67938840417879,38.518933509023675,29.975074843354218
98,808024,Carlos Virahonda,,,25.0,40.58110248007508,40.87467815320948,29.703688311335966
99,806730,Drew Davies,,,25.0,40.22554603966563,41.10731030513233,29.65584023844636
100,808103,Edwardo Espinal,,,25.0,41.225455717687204,39.07692746689872,29.652783890227315
101,808267,Jose Monzon,,,25.0,41.14491367882431,39.2145098145309,29.650433717217954
102,813922,Jack Lines,,,25.0,40.78441733558719,38.793820137949695,29.53626548091241
103,807643,Alfredo Alcantara,,,25.0,40.22991312382443,39.08719572657613,29.454702197422503
104,691620,Jeferson Quero,50.0,2025.0,35.759073678429225,17.25552533730371,9.44674696645904,29.4271313390071
105,806980,Angel Cepeda,,,25.0,38.834201050222696,38.85239407173574,29.152079617218114
106,808381,Enyervert Perez,,,25.0,38.493950306706246,38.33708831975879,29.03249889331713
107,814504,Dylan Fien,,,25.0,38.493950306706246,38.19860780342273,29.018650841683524
108,808235,Carlos Tavares,,,25.0,38.762538593850756,36.44461523915801,28.89696924268595
109,806978,Robert Calaz,40.0,2025.0,24.21621128655774,39.75631200966416,39.84618616187839,28.887228918711088
110,815551,Trey Snyder,,,25.0,37.41773471738273,37.30553907128233,28.71410085060478
111,808237,Yirer Garcia,,,25.0,37.308133932598395,37.19395739310295,28.681022525829974
112,702679,Demetrio Crisantes,45.0,2025.0,30.026545846491832,25.780064888357828,24.64914039913501,28.63950911012935
113,703195,Bryan Acuna,,,25.0,37.38522367808173,35.49931226897389,28.526975962513735
114,806983,Yophery Rodriguez,40.0,2025.0,23.4770470135933,40.264897969653006,40.39252740328834,28.526165243774745
115,815304,Josh Adamczewski,40.0,2025.0,24.243672525058358,40.00543968121559,32.477512431952384,28.219409946979205
116,800371,Larry Martinez,,,25.0,35.7720121850556,35.44837865826144,28.199240302837268
117,806982,Esmil Valencia,40.0,2025.0,23.95075290402307,38.08213412982347,37.840706765500116,28.166024535330855
118,690961,Enrique Bradfield Jr.,45.0,2025.0,36.23964487161884,10.473492202500848,6.840253984048846,28.146475249038243
119,821262,José Anderson,40.0,2025.0,15.451508032404229,57.1416830082002,58.6797495202992,28.11236717635292
120,806441,Nehomar Ochoa Jr.,,,25.0,35.56275854433837,34.94191195441035,28.10674290430871
121,691373,Jhostynxon Garcia,45.0,2025.0,33.95349905258823,16.369202515496546,10.188290996315812,28.060118939542647
122,814409,Seaver King,45.0,2025.0,34.424916490457235,13.762058886831912,11.801907469932152,28.03004406767966
123,681357,Cody Morissette,45.0,2022.0,38.274062913634495,4.3696137737943,3.188370831044693,27.984603877407473
124,806061,Isaiah Drake,,,25.0,35.01071369986106,34.72931861048927,27.975074601021138
125,703159,Simon Juan,,,25.0,34.94231338228197,34.0774999817063,27.896212674627023
126,808535,John Gil,40.0,2025.0,19.199963421666897,47.083785633180305,48.812350059999204,27.73796652780281
127,800325,Luis Lara,45.0,2025.0,27.857110174378686,27.687504096151578,26.888472774283485,27.726325218723744
128,694208,Moisés Ballesteros,45.0,2025.0,27.397134889468628,33.22240529143819,17.767414479061316,27.59921692882181
129,814297,Edgleen Perez,40.0,2025.0,18.099226582452285,49.49666250756935,49.5612226287512,27.524913372105587
130,682621,Gabriel Rodriguez,45.0,2025.0,35.63778662639023,9.06474945113223,7.445806642448504,27.503981192944455
131,822177,Jose Cerice,,,25.0,32.886908932399336,32.341514434393176,27.311533229919185
132,806518,Guillermo Rosario,,,25.0,33.54001856450214,30.77403435005256,27.285407147905683
133,702253,Cam Collier,45.0,2025.0,26.490914980090626,30.035397235658568,27.155432608159693,27.266263194011124
134,694181,Carlos Colmenarez,45.0,2023.0,30.774863902238085,19.32016517175001,17.872003227842885,27.19363808870095
135,803172,Griff O'Ferrall,45.0,2025.0,33.658291061375806,12.701696075588808,10.924722575849554,27.19361521566578
136,815653,Tyson Lewis,40.0,2025.0,20.865943594672526,41.70750171906591,42.09275759161511,27.15693661924546
137,800438,Andrés Nolaya,,,25.0,32.69808160707722,30.12213962982184,27.051830284397628
138,702540,Mikey Romero,45.0,2025.0,27.02183169023754,31.16901040842845,18.84236612595327,27.03332087744729
139,807239,Bernard Moon,,,25.0,32.03003222719529,31.203562699831995,27.02636271542226
140,800540,Hector Osorio,,,25.0,31.749397065780098,31.572134969383292,27.00709291009435
141,681159,Ethan Wilson,45.0,2022.0,36.9353288480022,4.263081574299489,2.9404138223591194,27.001387890697348
142,815010,Junior Garcia,40.0,2024.0,23.234473019360156,36.34000591757325,34.692060989107205,27.00133839597748
143,702261,Termarr Johnson,45.0,2025.0,27.335347192091174,27.49198905965546,22.62971099426502,26.896111945821414
144,805015,Daniel Pena,,,25.0,32.12761499053673,29.698575030976887,26.895380501205036
145,815902,Yandel Ricardo,40.0,2025.0,14.060140052176301,56.98049395657942,56.17785355319542,26.855982183158837
146,800200,Jonathan Linares,,,25.0,31.62546086329863,30.23085470576784,26.84817764323651
147,807267,JD Dix,40.0,2025.0,21.872854620348757,38.19400870908899,38.52868517025161,26.80266849308709
148,703158,Jonathan Mejia,40.0,2023.0,24.689917122065086,31.936212633484395,30.687302003467376,26.73891471248918
149,814091,John Wimmer,,,25.0,31.256547475848123,29.689358762594896,26.720245371429115
150,800496,Yohander Linarez,,,25.0,31.195481660620754,29.755140029043144,26.714610335028468
151,699302,Héctor  Rodríguez,40.0,2025.0,25.94855603460113,32.743695306337244,20.011668109178103,26.71389509640605
152,698931,Kevin Guerrero,40.0,2022.0,28.825117808595362,22.459892686201602,20.336703438493004,26.703231347106374
153,703198,Kenni Gomez,40.0,2023.0,23.985079362899903,32.951285752289905,32.23227779260833,26.603040483748742
154,800179,Nolan Beltran,,,25.0,30.774689137250338,28.325495056652482,26.487487333115318
155,703178,Braylin Tavera,,,25.0,30.35298174204107,28.988366498525696,26.469432998260785
156,807975,Yeiker Reyes,40.0,2025.0,20.89569320335027,39.916445051095586,38.21602237653501,26.431876490217803
157,703194,Randy De Jesus,,,25.0,30.175427516036486,28.919757689971192,26.42706127220442
158,805950,Antonis Macias,,,25.0,29.82342887700231,29.519094192347477,26.41659519463521
159,800182,Bryan Andrade,,,25.0,29.881808869882775,29.053014530591252,26.38166322703568
160,800548,Josi Novas,,,25.0,30.145936287427205,28.209682128919606,26.350155470377402
161,703183,Jose De Jesus,,,25.0,30.296970052060995,27.874038913533383,26.346797901765537
162,800463,Jean Joseph,,,25.0,29.91104170737825,28.600148818282207,26.342223223303872
163,800303,Leiker Figueroa,,,25.0,30.415700066184048,27.57104679438511,26.340244692675324
164,703563,PJ Morlando,40.0,2025.0,23.488489248935878,33.015788591167116,32.849244823732185,26.330024674861754
165,801248,Erick Alvarez,,,25.0,29.82342887700231,28.379699225455106,26.302655697945973
166,807737,TJayy Walton,,,25.0,29.736072674533986,28.167780069434865,26.263992541850286
167,696486,James Tibbs III,45.0,2025.0,32.39278692846355,13.12532121974806,9.539674097552908,26.253982503629388
168,701785,Kaelen Culpepper,45.0,2025.0,31.35841460936427,15.921912969560124,10.357450287152165,26.17101784918223
169,805075,Erick Torres,,,25.0,28.595481701541203,27.52964310264836,25.972060650573077
170,800385,Robert Gonzalez,,,25.0,28.651457961850983,26.999205774369894,25.930212169807184
171,701398,Sal Stewart,45.0,2025.0,28.69925401620212,19.894909884590504,18.516549726029076,25.92011476086249
172,703190,Johanfran Garcia,,,25.0,28.261913249657024,26.920733876799385,25.844456037611344
173,800426,Raylin Ramos,,,25.0,28.069131508253076,26.845092282076983,25.798335529858313
174,821150,Enddy Azocar,35.0,2025.0,9.734999258547303,62.276278416801865,64.77386824123894,25.74714198846738
175,703204,Esmith Pineda,,,25.0,27.579423803894137,26.14167323108546,25.630052083887374
176,805082,Ronny Hernandez,,,25.0,27.47176541133316,26.345854582985833,25.628938540565215
177,808631,Frederik Jimenez,,,25.0,27.6334111093766,25.99981226390587,25.626663448265905
178,800510,Samuel Gil,,,25.0,27.25770774405846,26.10601038227128,25.56214258703882
179,814696,Jaron Elkins,,,25.0,27.3377832087163,25.81465990274099,25.549022632017362
180,691792,Roc Riggio,45.0,2025.0,31.72914095839627,12.407535152103751,8.501677093146128,25.542073410612748
181,800440,Narciso Polanco,,,25.0,27.151305194770696,25.96946943955426,25.527207982909566
182,823770,JP Smith II,,,25.0,27.231068078720906,25.674409117422147,25.513654527486395
183,703205,Fraymi De Leon,,,25.0,27.4210705563597,25.057729380580373,25.489987049329976
184,694410,LuJames Groover,45.0,2025.0,31.603277056158174,12.771902049128744,7.832875623892814,25.459961911525752
185,800348,Edwin Amparo,,,25.0,26.78215653288165,25.73365595515986,25.429796902092317
186,682877,Juan Brito,45.0,2025.0,31.71769877797611,12.952296321625584,6.2826566489772455,25.421114073806116
187,800327,Juan Perez,,,25.0,27.26066697557709,24.565570162800476,25.408690411395465
188,800254,Abrahan Ramirez,,,25.0,26.62549037354535,25.742218641316562,25.399319938840726
189,801525,Wady Mendez,,,25.0,26.78215653288165,25.387566594059535,25.395187965982284
190,800257,Yonatan Henriquez,,,25.0,26.729832320698883,25.349499817074,25.380916445847177
191,800256,Natanael Yuten,,,25.0,26.65153761307885,25.30818480016309,25.361126002632076
192,800060,Xavier Isaac,45.0,2025.0,24.932491253604287,30.151662996922635,18.517405282878215,25.334817005195347
193,800251,Jeffry Rosa,,,25.0,26.969026768123477,24.032281679143846,25.29703352153908
194,800414,Alfredo Velásquez,,,25.0,26.418026809625466,25.122883741594414,25.295893736084537
195,800332,Victor Rodrigues,,,25.0,26.237822689408034,25.449197220599167,25.292484259941524
196,800106,Marcos Torres,,,25.0,26.418026809625466,24.765238378253322,25.260129199750427
197,678362,Gilberto Jimenez,45.0,2022.0,34.08165137992586,5.071201218492752,3.8345817699404927,25.2548543866407
198,801522,Carlos Sanchez,,,25.0,26.160969133747592,24.767138661279663,25.208907692877485
199,703639,Nico Perez,,,25.0,26.160969133747592,24.72341209881012,25.20453503663053
200,703201,Henry Ramos,,,25.0,26.160969133747592,24.51428624498006,25.183622451247526
201,800266,Yordalin Pena,,,25.0,26.084340690859907,24.505865854953953,25.167454723667376
202,803241,Jose Escobar,,,25.0,25.98251846970842,24.537692708291598,25.150272964770846
203,815147,Wilson Rodriguez,,,25.0,25.90641272903592,24.44321106275278,25.125603652082464
204,805168,Alejandro Nunez,,,25.0,25.8557994546768,24.425781480907933,25.113738039026153
205,800285,Enmanuel Tejeda,40.0,2023.0,23.561719016888645,28.735627871916908,27.729298278596882,25.01325871406512
206,800246,Engelth Urena,,,25.0,25.30553739906443,24.050427102288555,24.96615019004174
207,699027,Jose Suarez,,,25.0,25.108358796827908,23.63140047060881,24.884811806426463
208,701206,Willy Montero,,,25.0,24.985903134975683,23.4823566806751,24.84541629506265
209,690992,Ed Howard,45.0,2022.0,31.848139502952083,9.199681110181142,7.04539876983125,24.83817375108581
210,702391,Demetrio Nadal,,,25.0,25.184853975383533,22.935408334900377,24.830511628566743
211,800357,Ricardo Gonzalez,,,25.0,25.258839979759085,22.62569140269446,24.814337136221262
212,701661,Cristian Garcia,,,25.0,24.766985997782346,23.550349444234026,24.80843214397987
213,687521,Eric Brown Jr.,45.0,2024.0,33.06558654400659,5.953251542848157,4.556257695034442,24.79218665887769
214,703612,Nick Peoples,,,25.0,24.718598817725205,22.943954659324767,24.73811522947752
215,836058,Ely Brown,,,25.0,24.45415417689443,23.32670289617836,24.723501124996723
216,800444,Nikau Pouaka-Grego,40.0,2024.0,24.360382699437054,25.98251846970842,24.3192275855087,24.68069434209849
217,677954,Jordan Groshans,45.0,2022.0,33.48208161471921,4.699067945780597,3.0198620840422628,24.679256927863793
218,808571,D'Angelo Ortiz,,,25.0,24.382525188414277,23.006142849727773,24.67711932265563
219,699052,Manuel Mejias,,,25.0,24.697121640025948,22.011747952899768,24.640599123295164
220,694377,Nick Yorke,45.0,2025.0,29.84118267197583,14.867206362697964,7.682035202676592,24.63047266319033
221,808516,Andres Valor,40.0,2025.0,18.362396457503777,39.21578589960307,39.05931460077827,24.602766160251086
222,811764,Cody Miller,,,25.0,24.16889462309281,22.689466274862063,24.60272555210477
223,800185,Ruben Santana,40.0,2024.0,22.23900414664287,30.264074419227466,28.98760674117742,24.518878460613244
224,699698,Ricardo Cova,,,25.0,24.218834776585176,21.44345424605152,24.48811237992219
225,698937,Aneudis Mordán,,,25.0,23.677674011842004,22.168982636817017,24.452433066050105
226,702596,Yeniel Laboy,,,25.0,23.912926654231413,21.263554460045125,24.408940776850795
227,800607,Kehden Hettiger,,,25.0,23.310122719352833,22.318195397396043,24.39384408361017
228,806252,Ralphy Velazquez,45.0,2025.0,18.133553068790334,41.57207399304978,32.985854504954425,24.306487397258635
229,703890,Enzo Paulino,,,25.0,23.310122719352833,21.417905262505492,24.303815070121114
230,699228,Jakey Josepha,,,25.0,23.08330615906066,21.33333032375875,24.249994264188008
231,806921,Yannic Walther,,,25.0,23.244367978216548,20.56243234967067,24.205116830610375
232,702550,Chandler Pollard,,,25.0,22.81403765083226,21.1630822404635,24.179115754212802
233,800302,Mairoshendrick Martinus,40.0,2023.0,21.882008320746944,29.881808869882775,28.60051055035875,24.15381865353529
234,802355,Tanner Schobel,45.0,2025.0,31.05405289029246,9.07103328069539,5.525399542845202,24.10458363362832
235,699077,Jose Perez,,,25.0,22.550358092680746,20.42695547926767,24.052767166462914
236,806304,Noah Williams,,,25.0,22.350353825208217,20.429236380981635,24.012994403139807
237,800201,Rafael Ramirez Jr.,40.0,2024.0,19.30065453796513,35.25117095636256,34.25515770184726,23.98620813803283
238,805117,Jean Carlos Sio,,,25.0,22.154528385229476,20.445189659923095,23.975424643038206
239,834966,Dylan Grego,,,25.0,21.768009720286223,20.10043933536105,23.86364587759335
240,702908,Guillermo Williamson,,,25.0,21.768009720286223,20.099940710770202,23.863596015134267
241,702889,Andy Lugo,,,25.0,21.746735279329656,20.019063748855103,23.85125343075144
242,806299,Milo Rushford,,,25.0,21.919894169627785,19.609174963707357,23.844896330296294
243,702526,Eric Snow,,,25.0,21.640674549382954,20.142457629212597,23.84238067279785
244,699625,Jimmy Crooks,50.0,2025.0,30.25081246738981,10.395910390925163,5.848849534273518,23.83963575878525
245,695573,Cole Mathis,40.0,2025.0,27.9028788685981,15.042741767784081,12.906917892121214,23.831255350787607
246,702270,Malcolm Moore,45.0,2025.0,27.886859837978857,15.131254262599489,12.793078178776604,23.82636055698276
247,699232,Anderdson Rojas,,,25.0,21.598395233842794,20.05707615416914,23.825386662185473
248,698929,Jesus Hernandez,,,25.0,21.24233982815532,20.23358550087405,23.77182651571847
249,800424,Oswaldo Osorio,40.0,2024.0,19.895647425511466,33.213661138823774,31.49879918279802,23.71956534390258
250,823809,Nick Monistere,,,25.0,21.57962909843696,18.8307977530689,23.699005594994283
251,815121,Alexey Lumpuy,,,25.0,21.283922157707245,19.22272405897615,23.679056837439063
252,694223,Starlin Aguilar,,,25.0,21.558538766752136,18.61856997124221,23.673564750474647
253,700369,Adrian De Leon,,,25.0,21.015084919101447,19.598435354852874,23.66286051930558
254,800506,Luis Sanchez,,,25.0,21.348765799579358,18.80125559426538,23.64987871934241
255,699082,Yhoangel Aponte,,,25.0,21.076821316949793,19.17170169930226,23.632534433320185
256,694210,Jefferson Pena,,,25.0,21.286232845527415,18.49280479030738,23.606527048136222
257,691775,Ryan Clifford,45.0,2025.0,24.815781051764382,24.579884486185026,13.176005911403957,23.604624224612465
258,700720,Luis Pino,,,25.0,20.974027815988933,19.036970647950945,23.59850262799288
259,699157,Ahbram Liendo,,,25.0,20.851337158882604,19.196959651064876,23.58996339688301
260,695692,Cooper Kinney,45.0,2025.0,28.291912728271313,13.584810348468517,10.656939007256447,23.586994880209268
261,694199,Fran Alduey,,,25.0,21.161715899233243,18.257481786182776,23.558091358464925
262,703430,Anthony Scull,,,25.0,20.72936419880013,19.02574976248155,23.54844781600818
263,800068,Isaac Pena,,,25.0,20.935323521509833,18.60107306378474,23.54717201068044
264,809707,Charlie Condon,45.0,2025.0,27.809053109982152,14.535361268131537,11.734634339633164,23.54687286457713
265,805319,Dervy Ventura,,,25.0,20.608104737467272,19.23506299043649,23.545127246537103
266,703177,Jhonny Severino,40.0,2025.0,22.0696599478237,27.444916541880843,25.839940805653725,23.52173935241813
267,698945,Anderson De Los Santos,,,25.0,20.427544232300196,18.80719419993653,23.466228266453694
268,809372,Victor Figueroa,,,25.0,20.209006173674812,18.689171047197107,23.41071833945467
269,703483,Dixon Williams,,,25.0,19.973266591672687,18.414091584128627,23.3360624767474
270,804879,Elvis Rijo,,,25.0,20.330124211675063,17.66718535508596,23.332743377843606
271,683357,Owen Caissie,45.0,2025.0,26.765527063023477,18.527491810133593,8.68428569044072,23.309795875187227
272,694728,Brice Matthews,45.0,2025.0,28.047050254016202,14.565615902965373,7.611627583497604,23.307221116754178
273,800139,Reylin Perez,40.0,2023.0,21.767586544006594,27.609401347123963,24.940339466580706,23.25322479688748
274,699712,Raylin Heredia,,,25.0,19.994976597905968,17.444700018825866,23.24346532146378
275,699014,Eddy Rodriguez,,,25.0,19.89745934825902,17.6048597723127,23.239977846883072
276,700385,Gabriel Silva,,,25.0,19.798268300875353,17.77561755770724,23.237215415945794
277,834240,Ryan Wideman,,,25.0,19.87801304473701,17.384031534601004,23.214005762407503
278,694200,Ariel Almonte,,,25.0,19.624803279643164,17.752175073298282,23.20017816325846
