rank,mlb_player_id,full_name,player_type,current_age,age_tier,primary_position,current_team,highest_level,pred_mlb_wrc_plus,combined_age_factor,prospect_value_score
393,681256,Ian Mejia,Pitcher,25.68651608487337,Older Prospect,P,0,AAA,103.94121283255086,0.4361684794849622,66.76289033993869
394,673111,José Lopez,Pitcher,26.64476386036961,Fringe Prospect,P,0,AAA,157.05933237410076,0.267235433011534,66.60917561790758
395,694660,Harrison Cohen,Pitcher,26.36550308008213,Older Prospect,P,0,AAA,138.1317141255605,0.3089554392263842,66.56048205584804
396,701519,Travis Adams,Pitcher,25.71937029431896,Older Prospect,P,0,AAA,105.00653005464478,0.4290515291008573,66.4978848203166
397,681857,Reese Olson,Pitcher,26.190280629705683,Older Prospect,P,0,AAA,128.47659507042252,0.3380537259114319,66.48008726388825
398,694573,Wyatt Crowell,Pitcher,23.98631074606434,Standard Prospect,P,0,AA,70.61984807024709,0.7071924618338968,66.27364719977136
399,681924,R.J. Dabovich,Pitcher,26.740588637919235,Fringe Prospect,P,0,AAA,160.0,0.2541351552291203,66.25829601179605
400,683093,Hayden Mullins,Pitcher,25.065023956194388,Older Prospect,P,0,AA,115.52573516771422,0.4034032824370892,66.10336453661877
401,696155,Sean Sullivan,Pitcher,25.01574264202601,Older Prospect,P,0,AAA,77.48351237161529,0.6074965350842405,65.99812278994146
402,665645,Kervin Castro,Pitcher,26.666666666666668,Fringe Prospect,P,0,AAA,156.80913309809458,0.2641887446878762,65.71571404976316
403,814305,Yunior Tur,Pitcher,26.16563997262149,Older Prospect,P,0,AAA,125.60215886287624,0.3423393658415815,65.44568301802896
404,688107,Robert Gasser,Pitcher,26.357289527720734,Older Prospect,P,0,AAA,135.0426884449244,0.3102669690452819,64.9597595631858
405,680730,Mitchell Parker,Pitcher,26.031485284052017,Older Prospect,P,0,AAA,118.15660987261144,0.3665521557765039,64.95267747508295
406,676515,Cam Robinson,Pitcher,26.088980150581797,Older Prospect,P,0,AAA,120.93235883280757,0.355990492334418,64.92173809242021
407,681117,Evan Taylor,Pitcher,25.78507871321013,Older Prospect,P,0,AA,158.6502065427449,0.2718322153271407,64.75095086398856
408,675848,Juan Mejia,Pitcher,25.2621492128679,Older Prospect,P,0,AA,123.96422221675728,0.3627486457660885,64.73185693651698
409,805345,Trent Harris,Pitcher,26.71047227926078,Fringe Prospect,P,0,AAA,157.42863693045564,0.2581888284299222,64.54784333339873
410,688642,Zach Agnos,Pitcher,25.14715947980835,Older Prospect,P,0,AA,160.0,0.3859976685879911,64.45333486418
411,687776,Alejandro Torres,Pitcher,24.4517453798768,Standard Prospect,P,0,AA,85.43206827309236,0.5571630852990072,64.44408163351306
412,687060,Blake Adams,Pitcher,25.073237508555785,Older Prospect,P,0,AA,113.2623540907817,0.4016319006708791,64.26633443171811
413,694650,Cameron Cotter,Pitcher,26.809034907597532,Fringe Prospect,P,0,AAA,160.0,0.2451337317152942,64.05824133797759
414,682949,Christian Suarez,Pitcher,24.867898699520875,Standard Prospect,P,0,AA,102.52449445149014,0.4480586860347149,63.66521460560414
415,695589,Ocean Gabonia,Pitcher,24.188911704312115,Standard Prospect,P,0,A+,126.40888408408408,0.4084753301533135,63.48768114372054
416,694381,Trey McLoughlin,Pitcher,26.327173169062284,Older Prospect,P,0,AAA,130.82207254995245,0.3151191664493676,63.391422165711184
417,689233,Lucas Wepf,Pitcher,25.793292265571527,Older Prospect,P,0,AA,156.39886787455163,0.2705799543362817,63.31478502170525
418,687218,Will Bednar,Pitcher,25.319644079397676,Older Prospect,P,0,AAA,84.75512512794266,0.5233649160051791,63.26411370876672
419,687288,Devereaux Harrison,Pitcher,24.914442162902123,Standard Prospect,P,0,AAA,71.60177151198522,0.6382171723917802,63.180712528553926
