rank,mlb_player_id,full_name,current_age,primary_position,current_team,highest_level_name,total_milb_pa,pred_mlb_wrc_plus,pred_mlb_woba,pred_mlb_avg_ops,composite_score,weighted_prospect_score
359,701298,Phillip Glasser,25.848049281314168,SS,,AAA,1029.0,3.678738181982486,0.010057793765272865,0.02394712801255445,2.8728471810253944,1.6195458411646204
360,687526,Marcus Smith,25.073237508555785,CF,,AAA,1113.0,2.6741723702885145,0.013014706004642093,0.030987395249147825,2.8558663842502496,1.207046964335898
361,686798,Yordys Valdes,24.145106091718002,SS,,AAA,1549.0,2.3888233672634653,0.009407073432328977,0.029625809038012704,2.7905526686100988,1.328379993776224
362,667663,Hunter Stovall,29.089664613278575,2B,,AAA,1633.0,2.8796316833828324,0.027319588324832108,0.07239075651570669,2.5541385949337854,0.6302370403393015
363,680589,Felix Valerio,24.78302532511978,SS,,AA,974.0,-0.4934078651978704,0.019515905775516918,0.053044459658118485,2.551292460243458,0.9319046109170621
364,672696,Francisco Acuna,25.738535249828885,SS,,AAA,978.0,3.6550766736291798,0.007248623643914117,0.017258627723605046,2.540321809765939,1.6697340301158186
365,678099,Gavin Logan,25.73305954825462,C,,AAA,705.0,1.6367011068095012,0.012042642585183632,0.028672958536151514,2.528911861597177,2.0385351821599236
366,815151,Mac McCroskey,25.77138945927447,SS,,AA,799.0,0.1803347801974764,0.023829657996606923,0.056506712770784645,2.5163457665242848,0.4237924162781649
367,677599,Miguel Hiraldo,25.089664613278575,2B,,AAA,1033.0,2.7174352662521226,0.00956720372590529,0.02277905649025069,2.5141704958899638,1.4151043183933072
368,680636,Ramon Mendoza,25.10335386721424,3B,,AAA,1230.0,2.029443594674533,0.012126460764076315,0.02887252562875312,2.495598233931601,1.26687837501266
369,678232,Jesus Valdez,27.77549623545517,2B,,AAA,780.0,-0.18786843242838144,0.027086413092034172,0.06071843823510795,2.449425121827587,1.168172899765081
370,647228,Adam Hall,26.38193018480493,2B,,AAA,446.0,5.140621519470889,0.0045324680574551105,0.010791590612988362,2.3666306225016998,1.2470522593109383
371,691385,Ronald Rosario,22.767967145790553,C,,AA,474.0,0.14068116875289852,0.01526706975697226,0.036350166088029184,2.316356907217054,0.654743323966612
372,701655,Reed Trimble,25.338809034907598,OF,,AAA,780.0,1.7447381383397698,0.011731607690555914,0.027932399263228373,2.3131620582647483,1.3638842901894392
373,695020,Tanner Murray,26.09719370294319,SS,,AAA,1522.0,-2.478530597386896,0.025975357874307502,0.06362234249603209,2.22740082339492,1.1278576719334072
374,689750,Jacob Buchberger,28.019164955509925,3B,,AA,1285.0,2.037571290190429,0.02105394337549669,0.050123228137333,2.18544630984092,0.5892932084210205
375,691466,Juan Santander,22.830937713894592,C,,AA,307.0,4.044969987173372,0.00017948022556737097,0.0004273338703985023,2.183179224600761,1.4154349428548958
376,680996,Luke Mann,25.48665297741273,3B,,AAA,699.0,-0.5512157135785309,0.017721117505620238,0.042193136918143415,2.1747664694102293,1.4345571116150264
377,701648,Aaron Zavala,25.28952772073922,OF,,AAA,1976.0,-0.22097444313272468,0.01572028391094119,0.041603434907002815,2.1739433243103368,1.3432663574907937
378,685332,Carlos Mendoza,25.817932922655714,2B,,AAA,1625.0,1.4630822212361216,0.013276987714549054,0.03161187551083108,2.1366202380217043,1.067127831027825
379,690841,Matt O'Neill,28.134154688569474,C,,AAA,792.0,3.8323496276913187,0.013303739649266788,0.03167557059349235,2.11187014539846,0.8791341867064046
