prospect_id,mlb_player_id,name,position,season,level,team,games,pa,ab,r,h,doubles,triples,hr,rbi,bb,ibb,so,sb,cs,hbp,sf,avg,obp,slg,ops,babip,iso,bb_rate,k_rate,power_speed_number,bb_per_k,xbh,xbh_rate,sb_success_rate,target_avg,target_obp,target_slg,target_ops,target_bb_rate,target_k_rate,target_hr_per_600,target_sb_per_600,target_rbi_per_600,target_r_per_600,target_career_games,target_career_pa,target_iso,hit_future,game_power_future,raw_power_future,speed_future,fielding_future
9496,668939,Adley Rutschman,C,2021,AAA,,43,185,157,25.0,49,9,2,5,20,24,0.0,33,2.0,2.0,2.0,2.0,0.35725581395348837209,0.42700000000000000000,0.52230232558139534884,0.94930232558139534884,0.36197674418604651163,0.16504651162790697675,0.12972972972972974,0.1783783783783784,2.857142857142857,0.7272727272727273,16,0.10191082802547771,0.5,0.26140012845215155,0.34651810584958215,0.43050217149110953,0.7865070836840747,0.11977715877437325,0.1615598885793872,17.381615598885794,2.0055710306406684,67.1866295264624,74.20612813370474,40,2160,0.16910204303895798,,,,,
9509,682985,Riley Greene,LF,2021,AAA,,40,185,159,36.0,49,9,3,8,30,22,1.0,51,4.0,0.0,3.0,1.0,0.28312500000000000000,0.37957500000000000000,0.48160000000000000000,0.86117500000000000000,0.41752631578947368421,0.19847500000000000000,0.11891891891891893,0.2756756756756757,5.333333333333333,0.43137254901960786,20,0.12578616352201258,1.0,0.2669826224328594,0.3335684062059238,0.4181834370706516,0.7639828153602582,0.09520451339915374,0.2750352609308886,16.925246826516222,5.077574047954866,64.73906911142454,75.74047954866009,40,2073,0.15120081463779217,,,,,
9498,669004,MJ Melendez,LF,2021,AAA,,44,185,151,,44,4,3,13,38,32,,39,,,,,,,,,,0,0.17297297297297298,0.21081081081081082,0.0,0.8205128205128205,20,0.13245033112582782,0.0,0.2206405693950178,0.2980466288594833,0.3930133401825333,0.6904456528590157,0.10270951480781348,0.2608695652173913,19.281663516068054,4.536862003780718,61.247637051039696,62.759924385633276,40,1652,0.1723727707875155,,,,,
9511,683737,Michael Busch,1B,2022,AAA,,111,504,444,87.0,118,32,0,21,79,50,,131,3.0,2.0,5.0,5.0,,0.32054054054054054054,0.47576576576576576577,0.79630630630630630631,,0.47576576576576576577,0.0992063492063492,0.25992063492063494,5.25,0.3816793893129771,53,0.11936936936936937,0.6,0.2490842490842491,0.3217741935483871,0.40122101835524654,0.7324298676714784,0.10241935483870968,0.2645161290322581,27.580645161290324,3.387096774193548,78.38709677419355,77.41935483870968,30,1240,0.15213676927099745,,,,,
9513,687401,Joey Ortiz,SS,2022,AAA,,26,115,104,22.0,36,7,2,4,14,9,,17,6.0,1.0,1.0,1.0,,0.43384615384615384615,0.60930769230769230769,1.0431538461538462,,0.60930769230769230769,0.0782608695652174,0.14782608695652175,4.8,0.5294117647058824,13,0.125,0.8571428571428571,0.23329798515376457,0.2882968601332065,0.3083432751962899,0.5852623404326234,0.07897240723120837,0.17697431018078022,10.275927687916269,14.272121788772596,62.226450999048524,70.78972407231208,30,1051,0.07504529004252533,,,,,
9500,669304,Jose Miranda,3B,2021,AAA,,80,373,341,61.0,117,24,0,17,56,25,1.0,49,0.0,2.0,6.0,1.0,0.36685000000000000000,0.42412500000000000000,0.68236250000000000000,1.1064875000000000,0.35473750000000000000,0.31551250000000000000,0.06702412868632708,0.13136729222520108,0.0,0.5102040816326531,41,0.12023460410557185,0.0,0.26646403242147926,0.29887218045112784,0.37108672718240526,0.6694020469222779,0.05169172932330827,0.17011278195488722,15.225563909774435,1.6917293233082706,72.18045112781954,56.954887218045116,40,1100,0.104622694760926,,,,,
9508,681297,Colton Cowser,LF,2022,AAA,,27,124,105,23.0,23,7,0,5,11,13,,38,0.0,0.0,6.0,0.0,,0.29444444444444444444,0.29633333333333333333,0.59077777777777777778,,0.29633333333333333333,0.10483870967741936,0.3064516129032258,0.0,0.34210526315789475,12,0.11428571428571428,0.0,0.21645997745208567,0.2845691382765531,0.3651048381149052,0.684217829150715,0.09218436873747494,0.3226452905811623,24.04809619238477,14.428857715430862,67.93587174348697,76.95390781563125,30,998,0.1486448606628195,,,,,
9505,676059,Jordan Westburg,3B,2022,AAA,,91,413,362,64.0,99,25,3,18,74,44,,90,9.0,3.0,6.0,1.0,,0.36314285714285714286,0.58790109890109890110,0.95104395604395604396,,0.58790109890109890110,0.10653753026634383,0.2179176755447942,12.0,0.4888888888888889,46,0.1270718232044199,0.75,0.26365546218487396,0.29795520934761444,0.46724787567816706,0.7936642083284745,0.053554040895813046,0.22687439143135346,22.20058422590068,5.842259006815969,74.19668938656281,82.96007789678676,30,1027,0.2035924134932931,,,,,
9499,669065,Kyle Stowers,LF,2021,AAA,,22,93,81,10.0,22,2,0,3,11,12,0.0,32,1.0,0.0,0.0,0.0,0.21400000000000000000,0.29759090909090909091,0.35759090909090909091,0.65518181818181818182,0.34000000000000000000,0.14359090909090909091,0.12903225806451613,0.34408602150537637,1.5,0.375,5,0.06172839506172839,1.0,0.20766773162939298,0.2529411764705882,0.26715700156325156,0.5272030423280424,0.061764705882352944,0.3382352941176471,10.588235294117647,0.0,61.764705882352935,47.647058823529406,40,797,0.059489269933858585,,,,,
9489,640492,José Azocar,LF,2021,AAA,,49,201,190,26.0,55,14,8,0,27,6,0.0,45,17.0,3.0,1.0,4.0,0.28604081632653061224,0.31871428571428571429,0.47526530612244897959,0.79397959183673469388,0.35654166666666666667,0.18922448979591836735,0.029850746268656716,0.22388059701492538,0.0,0.13333333333333333,22,0.11578947368421053,0.85,0.24316939890710382,0.2770780856423174,0.3269936603269937,0.6495400614289503,0.05289672544080604,0.21914357682619648,3.022670025188917,22.670025188916878,31.738035264483624,69.52141057934509,40,418,0.08382426141988986,,,,,
