prospect_id,name,position,fangraphs_player_id,fv,top_100_rank,hit_future,game_power_future,speed_future,mlb_expectation,mlb_expectation_numeric,fb_future,cmd_future,velocity_sits_high,best_secondary
9390,Carlos Caro,2B,sa3021325,35,,50.0,40.0,50.0,Bench,0,,,,
9208,Edward Duran,C,sa3016719,35,,30.0,30.0,30.0,Bench,0,,,,
9024,Ronald Hernandez,C,sa3015738,35,,40.0,40.0,30.0,Bench,0,,,,
8174,Bubba Chandler,SP,29868,60,5.0,,,,All-Star,3,70.0,45.0,99.0,70.0
8181,Nolan McLean,SP,33703,55,12.0,,,,Regular,2,55.0,60.0,96.0,70.0
8188,Liam Doyle,SP,sa3030545,55,19.0,,,,Regular,2,70.0,45.0,98.0,60.0
8191,Noah Schultz,SP,sa3020949,55,22.0,,,,Regular,2,55.0,50.0,97.0,70.0
8192,Jarlin Susana,SP,sa3018808,55,23.0,,,,Regular,2,65.0,45.0,99.0,80.0
8187,Thomas White,SP,sa3023268,55,18.0,,,,Regular,2,60.0,40.0,97.0,70.0
8182,Andrew Painter,SP,sa3017880,55,13.0,,,,Regular,2,50.0,55.0,98.0,60.0
8221,Chase Petty,SP,30170,50,52.0,,,,Regular,2,60.0,50.0,97.0,50.0
8255,Brandon Clarke,SP,sa3067144,50,86.0,,,,Regular,2,60.0,40.0,98.0,80.0
8242,Khal Stephen,SP,sa3043049,50,73.0,,,,Regular,2,45.0,50.0,95.0,55.0
8253,Carson Whisenhunt,SP,31676,50,84.0,,,,Regular,2,45.0,45.0,94.0,80.0
8205,Luis Morales,SP,32227,50,36.0,,,,Regular,2,70.0,45.0,98.0,60.0
8234,Jurrangelo Cijntje,SP,sa3028930,50,65.0,,,,Regular,2,55.0,45.0,96.0,60.0
8237,Tyler Bremner,SP,sa3027644,50,68.0,,,,Regular,2,55.0,55.0,97.0,70.0
8204,Trey Yesavage,SP,35456,50,35.0,,,,Regular,2,55.0,50.0,95.0,60.0
8248,Rhett Lowder,SP,33876,50,79.0,,,,Regular,2,55.0,50.0,96.0,60.0
8220,Brandon Sproat,SP,33850,50,51.0,,,,Regular,2,60.0,50.0,98.0,60.0
8251,George Klassen,SP,sa3023440,50,82.0,,,,Regular,2,70.0,40.0,98.0,60.0
8260,Didier Fuentes,SP,30661,50,91.0,,,,Regular,2,70.0,60.0,96.0,50.0
8264,Moisés Chace,SP,sa3015346,50,95.0,,,,Regular,2,80.0,45.0,96.0,55.0
8259,Logan Henderson,SP,31475,50,90.0,,,,Regular,2,55.0,50.0,96.0,70.0
8263,Travis Sykora,SP,sa3023557,50,94.0,,,,Regular,2,60.0,55.0,98.0,60.0
8236,Kyson Witherspoon,SP,sa3045487,50,67.0,,,,Regular,2,60.0,45.0,98.0,60.0
8226,Gage Jump,SP,sa3034986,50,57.0,,,,Regular,2,60.0,50.0,95.0,50.0
8256,Tink Hence,SP,sa3014709,50,87.0,,,,Regular,2,45.0,55.0,97.0,70.0
8222,Trey Gibson,SP,sa3023250,50,53.0,,,,Regular,2,55.0,50.0,95.0,60.0
8219,Robby Snelling,SP,sa3020707,50,50.0,,,,Regular,2,45.0,55.0,94.0,50.0
8250,Hagen Smith,SP,sa3025544,50,81.0,,,,Regular,2,60.0,45.0,97.0,70.0
8202,Jonah Tong,SP,32157,50,33.0,,,,Regular,2,70.0,45.0,97.0,60.0
8203,Kade Anderson,SP,sa3026056,50,34.0,,,,Regular,2,70.0,45.0,95.0,60.0
8201,Parker Messick,SP,31986,50,32.0,,,,Regular,2,50.0,55.0,95.0,70.0
8257,River Ryan,SP,29514,50,88.0,,,,Regular,2,60.0,45.0,98.0,60.0
8227,Payton Tolle,SP,35466,50,58.0,,,,Regular,2,70.0,60.0,97.0,50.0
8235,Jaxon Wiggins,SP,sa3023635,50,66.0,,,,Regular,2,70.0,40.0,98.0,60.0
8233,Brody Hopkins,SP,sa3023515,50,64.0,,,,Regular,2,60.0,45.0,97.0,60.0
8261,Ricky Tiedemann,SP,sa3018096,50,92.0,,,,Regular,2,60.0,50.0,96.0,60.0
8254,Connor Prielipp,SP,sa3020808,50,85.0,,,,Regular,2,55.0,50.0,97.0,70.0
8262,Jake Bloss,SP,33168,50,93.0,,,,Regular,2,60.0,50.0,95.0,60.0
8249,Jackson Ferris,SP,sa3020891,50,80.0,,,,Regular,2,60.0,50.0,94.0,55.0
8252,Quinn Mathews,SP,sa3023407,50,83.0,,,,Regular,2,55.0,60.0,96.0,60.0
8407,Andrew Morris,SP,sa3020569,45,,,,,Part-Time,1,60.0,50.0,96.0,55.0
8324,Gary Gill Hill,SP,sa3020972,45,,,,,Part-Time,1,50.0,60.0,95.0,60.0
8367,Owen Hall,SP,sa3066594,45,,,,,Part-Time,1,60.0,45.0,94.0,60.0
8342,Jaden Hamm,SP,sa3023134,45,,,,,Part-Time,1,50.0,55.0,94.0,60.0
8317,Hurston Waldrep,SP,33527,45,,,,,Part-Time,1,45.0,45.0,97.0,55.0
8328,Bryce Mayer,SP,sa3025558,45,,,,,Part-Time,1,55.0,55.0,94.0,55.0
8323,Charlee Soto,SP,sa3023450,45,,,,,Part-Time,1,60.0,45.0,98.0,55.0
8339,Carson Palmquist,SP,31612,45,,,,,Part-Time,1,40.0,50.0,92.0,55.0
8463,Matt Wilkinson,SP,sa3023171,45,,,,,Part-Time,1,60.0,55.0,92.0,50.0
8436,Jackson Baumeister,SP,sa3023471,45,,,,,Part-Time,1,55.0,45.0,95.0,60.0
8384,Trevor McDonald,SP,26448,45,,,,,Part-Time,1,50.0,50.0,94.0,55.0
8351,Braylon Doughty,SP,sa3067030,45,,,,,Part-Time,1,50.0,60.0,94.0,70.0
8490,Tekoah Roby,RP,sa3014519,45,,,,,Part-Time,1,50.0,40.0,97.0,70.0
8333,Tanner McDougal,SP,sa3017471,45,,,,,Part-Time,1,70.0,40.0,98.0,60.0
8313,Sam Aldegheri,SP,26443,45,,,,,Part-Time,1,45.0,50.0,94.0,60.0
8440,Jedixson Paez,SP,sa3016264,45,,,,,Part-Time,1,35.0,70.0,92.0,60.0
8325,Noble Meyer,SP,sa3022945,45,,,,,Part-Time,1,60.0,40.0,95.0,60.0
8404,Chen-Wei Lin,SP,sa3022876,45,,,,,Part-Time,1,70.0,45.0,99.0,60.0
8517,Luis Perales,DH,sa3014677,45,,,,,Part-Time,1,65.0,40.0,98.0,0.0
8461,Cooper Hjerpe,SP,sa3020736,45,,,,,Part-Time,1,55.0,50.0,91.0,60.0
8521,Zach Fruit,SP,sa3023507,45,,,,,Part-Time,1,60.0,45.0,99.0,55.0
8335,Drue Hackenberg,SP,sa3023304,45,,,,,Part-Time,1,45.0,45.0,95.0,60.0
8386,Steven Echavarria,SP,sa3023560,45,,,,,Part-Time,1,55.0,50.0,94.0,60.0
8394,Robert Gasser,SP,29812,45,,,,,Part-Time,1,40.0,60.0,94.0,60.0
8348,Dasan Hill,SP,sa3067070,45,,,,,Part-Time,1,60.0,45.0,97.0,60.0
8414,Juan Valera,SP,sa3021570,45,,,,,Part-Time,1,65.0,50.0,99.0,60.0
8388,Nestor German,SP,sa3023517,45,,,,,Part-Time,1,50.0,50.0,95.0,55.0
8350,JR Ritchie,SP,sa3020395,45,,,,,Part-Time,1,45.0,45.0,95.0,60.0
8309,Kohl Drake,SP,sa3021723,45,,,,,Part-Time,1,60.0,60.0,95.0,55.0
8334,Mason Barnett,SP,31741,45,,,,,Part-Time,1,55.0,45.0,96.0,60.0
8330,Mitch Bratt,SP,sa3017719,45,,,,,Part-Time,1,45.0,70.0,93.0,50.0
8579,Luis De León,SP,sa3019283,45,,,,,Part-Time,1,60.0,40.0,96.0,70.0
8411,Braxton Bragg,SP,sa3023303,45,,,,,Part-Time,1,55.0,50.0,95.0,55.0
8382,Cristian Mena,SP,27974,45,,,,,Part-Time,1,45.0,60.0,94.0,60.0
8353,Marcus Phillips,SP,sa3039870,45,,,,,Part-Time,1,60.0,45.0,97.0,60.0
8551,Yohanfer Santana,SP,sa3022143,45,,,,,Part-Time,1,60.0,50.0,96.0,60.0
8316,Chase Hampton,SP,sa3020682,45,,,,,Part-Time,1,45.0,45.0,93.0,60.0
8280,Luinder Avila,SP,24452,45,,,,,Part-Time,1,55.0,45.0,96.0,60.0
8361,Gage Wood,SP,sa3045536,45,,,,,Part-Time,1,70.0,50.0,97.0,60.0
8292,Ben Kudrna,SP,sa3018253,45,,,,,Part-Time,1,45.0,50.0,95.0,55.0
8357,Cade Cavalli,SP,27473,45,,,,,Part-Time,1,50.0,50.0,97.0,55.0
8303,Hunter Barco,SP,33174,45,,,,,Part-Time,1,50.0,50.0,94.0,55.0
8354,Bishop Letson,SP,sa3023526,45,,,,,Part-Time,1,60.0,50.0,94.0,60.0
8381,Brandon Birdsell,SP,sa3020797,45,,,,,Part-Time,1,45.0,70.0,95.0,60.0
8284,Blade Tidwell,SP,31701,45,,,,,Part-Time,1,60.0,45.0,98.0,60.0
8294,Jamie Arnold,SP,sa3026225,45,,,,,Part-Time,1,55.0,45.0,95.0,60.0
8318,Jean Cabrera,SP,sa3015433,45,,,,,Part-Time,1,45.0,60.0,95.0,55.0
8341,David Davalillo,SP,sa3020448,45,,,,,Part-Time,1,50.0,55.0,95.0,60.0
8577,Marco Raya,RP,sa3014550,45,,,,,Part-Time,1,50.0,40.0,96.0,60.0
8495,Kevin Defrank,SP,sa3067574,45,,,,,Part-Time,1,65.0,45.0,99.0,50.0
8410,Joe Rock,SP,30016,45,,,,,Part-Time,1,45.0,60.0,94.0,55.0
8497,JD Thompson,SP,sa3043764,45,,,,,Part-Time,1,60.0,50.0,94.0,55.0
8387,Lucas Braun,SP,sa3022996,45,,,,,Part-Time,1,45.0,60.0,94.0,55.0
8438,Keyner Benitez,SP,sa3021795,45,,,,,Part-Time,1,50.0,45.0,95.0,70.0
8460,Kendry Rojas,SP,sa3016746,45,,,,,Part-Time,1,60.0,50.0,95.0,55.0
8606,Jose Olivares,SP,sa3016267,45,,,,,Part-Time,1,60.0,40.0,96.0,60.0
8550,Wellington Aracena,DH,sa3019265,45,,,,,Part-Time,1,70.0,35.0,99.0,60.0
8275,Owen Murphy,SP,sa3020330,45,,,,,Part-Time,1,55.0,55.0,92.0,60.0
8277,Brody Brecht,SP,sa3027632,45,,,,,Part-Time,1,60.0,40.0,98.0,80.0
8366,Winston Santos,SP,sa3015952,45,,,,,Part-Time,1,60.0,60.0,97.0,50.0
8464,Yoniel Curet,SP,sa3015446,45,,,,,Part-Time,1,60.0,45.0,98.0,60.0
8549,Santiago Suarez,SP,sa3019386,45,,,,,Part-Time,1,60.0,60.0,96.0,50.0
8272,Miguel Mendez,SP,sa3015506,45,,,,,Part-Time,1,65.0,40.0,99.0,60.0
8282,Humberto Cruz,SP,sa3025115,45,,,,,Part-Time,1,45.0,55.0,93.0,60.0
8380,Jake Bennett,SP,sa3020737,45,,,,,Part-Time,1,45.0,60.0,94.0,55.0
8278,Alejandro Rosario,SP,sa3023538,45,,,,,Part-Time,1,60.0,50.0,97.0,60.0
8299,Kash Mayfield,SP,sa3067104,45,,,,,Part-Time,1,50.0,45.0,93.0,70.0
8468,Josh Knoth,SP,sa3023420,45,,,,,Part-Time,1,60.0,50.0,96.0,60.0
8547,Mick Abel,SP,27756,45,,,,,Part-Time,1,55.0,45.0,97.0,60.0
8314,Gunnar Hoglund,SP,31318,45,,,,,Part-Time,1,55.0,60.0,93.0,55.0
8321,Jose Corniell,SP,27984,45,,,,,Part-Time,1,50.0,55.0,95.0,55.0
8269,Cam Caminiti,SP,sa3025607,45,,,,,Part-Time,1,55.0,45.0,96.0,60.0
8340,Thomas Harrington,SP,31989,45,,,,,Part-Time,1,45.0,60.0,94.0,60.0
8274,Trey Gregory-Alford,SP,sa3067313,45,,,,,Part-Time,1,70.0,45.0,99.0,55.0
8320,McCade Brown,SP,30004,45,,,,,Part-Time,1,60.0,45.0,97.0,55.0
8281,Elmer Rodriguez-Cruz,SP,sa3019459,45,,,,,Part-Time,1,55.0,45.0,96.0,55.0
8432,C.J. Culpepper,SP,sa3020563,45,,,,,Part-Time,1,45.0,60.0,96.0,60.0
8522,Adrian  Pena,SP,sa3068110,45,,,,,Part-Time,1,70.0,45.0,97.0,60.0
8433,Pete Hansen,SP,sa3020798,45,,,,,Part-Time,1,35.0,60.0,91.0,55.0
8362,Dax Fulton,SP,sa3014535,45,,,,,Part-Time,1,50.0,55.0,96.0,55.0
8431,Hunter Cranton,DH,sa3025298,45,,,,,Part-Time,1,65.0,40.0,99.0,45.0
8326,Connelly Early,RP,33666,45,,,,,Part-Time,1,50.0,45.0,94.0,60.0
8349,Adam Serwinowski,SP,sa3020626,45,,,,,Part-Time,1,60.0,45.0,95.0,60.0
8434,Christian Zazueta,SP,sa3018867,45,,,,,Part-Time,1,55.0,60.0,95.0,55.0
8403,Ryan Sloan,SP,sa3067131,45,,,,,Part-Time,1,55.0,55.0,97.0,60.0
8955,Micah Bucknam,SP,sa3027969,40,,,,,Bench,0,50.0,40.0,94.0,70.0
9193,Janero Miller,DH,sa3021077,40,,,,,Bench,0,60.0,40.0,94.0,60.0
8563,Craig Yoho,DH,33248,40,,,,,Bench,0,50.0,40.0,94.0,70.0
8789,Clayton Beeter,DH,27494,40,,,,,Bench,0,70.0,30.0,96.0,70.0
8613,Karson Milbrandt,RP,sa3020659,40,,,,,Bench,0,60.0,40.0,97.0,60.0
8803,Carlos Rodriguez,SP,30161,40,,,,,Bench,0,40.0,50.0,93.0,55.0
8670,Josh Ekness,DH,sa3023204,40,,,,,Bench,0,70.0,40.0,98.0,55.0
8854,Adam Mazur,SP,31900,40,,,,,Bench,0,45.0,50.0,96.0,50.0
8616,Bryce Meccage,SP,sa3067069,40,,,,,Bench,0,55.0,50.0,96.0,60.0
8882,Nate Payne,SP,sa3067390,40,,,,,Bench,0,45.0,45.0,93.0,60.0
9187,Jack Hostetler,DH,sa3065768,40,,,,,Bench,0,60.0,40.0,96.0,60.0
8940,Joey Volini,SP,sa3044555,40,,,,,Bench,0,45.0,55.0,92.0,55.0
8995,Tate Kuehner,RP,sa3023099,40,,,,,Bench,0,55.0,40.0,95.0,55.0
9164,Ryan Birchard,RP,sa3023449,40,,,,,Bench,0,50.0,40.0,95.0,55.0
9138,Yerlin Rodriguez,DH,sa3015362,40,,,,,Bench,0,60.0,40.0,97.0,65.0
9112,Darren Bowen,DH,sa3020945,40,,,,,Bench,0,50.0,60.0,95.0,55.0
8838,Adrian  Bohorquez,SP,sa3021501,40,,,,,Bench,0,60.0,40.0,96.0,70.0
8673,Tyson Hardin,SP,sa3025574,40,,,,,Bench,0,50.0,60.0,94.0,55.0
9166,Cole Peschl,SP,sa3039760,40,,,,,Bench,0,40.0,50.0,92.0,60.0
8592,Johnny King,SP,sa3067123,40,,,,,Bench,0,55.0,50.0,94.0,55.0
9119,Zander Mueth,DH,sa3023569,40,,,,,Bench,0,60.0,40.0,96.0,55.0
8483,Caden Scarborough,SP,sa3025060,40,,,,,Bench,0,60.0,45.0,95.0,60.0
8666,Kyle Hurt,RP,27514,40,,,,,Bench,0,60.0,40.0,97.0,70.0
8958,Ryan Gallagher,SP,sa3031857,40,,,,,Bench,0,45.0,45.0,93.0,60.0
8506,Connor Phillips,RP,27649,40,,,,,Bench,0,60.0,35.0,98.0,70.0
9087,Kyle Bischoff,DH,sa3022176,40,,,,,Bench,0,55.0,45.0,96.0,60.0
8821,Dylan Ross,DH,sa3025659,40,,,,,Bench,0,65.0,30.0,99.0,45.0
8848,Felipe De La Cruz,DH,sa3016065,40,,,,,Bench,0,55.0,30.0,96.0,60.0
8930,Pierson Ohl,SP,30179,40,,,,,Bench,0,35.0,70.0,92.0,60.0
8900,Travis Adams,SP,30180,40,,,,,Bench,0,50.0,50.0,96.0,55.0
8477,Jonathan Pintaro,DH,33980,40,,,,,Bench,0,60.0,45.0,97.0,55.0
8569,Jack Wenninger,SP,sa3023282,40,,,,,Bench,0,50.0,60.0,94.0,60.0
9140,James Ellwanger,SP,sa3030911,40,,,,,Bench,0,60.0,35.0,97.0,60.0
8636,Riley Quick,SP,sa3040326,40,,,,,Bench,0,60.0,45.0,97.0,60.0
8598,Justin Hagenman,SP,21546,40,,,,,Bench,0,40.0,60.0,93.0,50.0
8486,Adam Macko,RP,sa3011555,40,,,,,Bench,0,50.0,45.0,94.0,55.0
8824,Carson Coleman,DH,sa3014857,40,,,,,Bench,0,70.0,35.0,97.0,40.0
9167,Garrett McDaniels,DH,31751,40,,,,,Bench,0,50.0,45.0,94.0,60.0
9090,Franco Aleman,DH,sa3018178,40,,,,,Bench,0,60.0,50.0,97.0,60.0
8730,Marcelo Perez,SP,sa3020889,40,,,,,Bench,0,40.0,50.0,94.0,60.0
8718,Yosber Sanchez,DH,sa3011636,40,,,,,Bench,0,60.0,40.0,98.0,60.0
8514,Jairo Iriarte,SP,26907,40,,,,,Bench,0,40.0,50.0,94.0,55.0
8711,Hancel Rincon,SP,sa3009629,40,,,,,Bench,0,40.0,55.0,94.0,60.0
8508,Blake Burkhalter,DH,sa3020382,40,,,,,Bench,0,60.0,40.0,96.0,50.0
8603,Seth Johnson,DH,26020,40,,,,,Bench,0,50.0,30.0,96.0,50.0
8845,Ben Peoples,DH,sa3011784,40,,,,,Bench,0,60.0,40.0,96.0,55.0
8903,Jared Johnson,DH,sa3011626,40,,,,,Bench,0,55.0,40.0,97.0,60.0
8543,Brock Selvidge,SP,sa3017950,40,,,,,Bench,0,40.0,50.0,94.0,60.0
8874,Eric Adler,DH,sa3020592,40,,,,,Bench,0,60.0,30.0,96.0,70.0
8877,Jonathan Santucci,DH,sa3041559,40,,,,,Bench,0,55.0,40.0,95.0,60.0
8372,Ben Hess,SP,sa3033725,40,,,,,Bench,0,50.0,45.0,96.0,60.0
8346,Bryce Cunningham,SP,sa3029687,40,,,,,Bench,0,50.0,50.0,95.0,60.0
8626,Chalniel Arias,SP,sa3019370,40,,,,,Bench,0,55.0,40.0,96.0,50.0
8399,Carlos Lagrange,DH,sa3019390,40,,,,,Bench,0,70.0,30.0,98.0,60.0
8504,Will Watson,RP,sa3025592,40,,,,,Bench,0,55.0,40.0,96.0,60.0
8904,Ryan Lambert,DH,sa3025613,40,,,,,Bench,0,65.0,35.0,97.0,55.0
8742,Thatcher Hurd,RP,sa3034340,40,,,,,Bench,0,45.0,40.0,95.0,60.0
8729,David Matoma,SP,sa3021761,40,,,,,Bench,0,70.0,40.0,98.0,50.0
8744,Wen-Hui Pan,DH,sa3020878,40,,,,,Bench,0,60.0,40.0,98.0,50.0
8628,Michael Mercado,RP,23223,40,,,,,Bench,0,55.0,40.0,97.0,60.0
8425,Alex McFarlane,DH,sa3020633,40,,,,,Bench,0,60.0,40.0,98.0,60.0
8657,Eiberson Castellano,DH,sa3015414,40,,,,,Bench,0,55.0,40.0,95.0,60.0
8644,Carlson Reed,RP,sa3022793,40,,,,,Bench,0,50.0,40.0,95.0,70.0
8713,Michael Arias,RP,sa3017036,40,,,,,Bench,0,60.0,30.0,97.0,60.0
8715,Andrew Baker,DH,sa3017196,40,,,,,Bench,0,70.0,30.0,99.0,60.0
8969,Anthony Solometo,SP,sa3018259,40,,,,,Bench,0,40.0,60.0,91.0,50.0
8423,Henry Lalane,SP,sa3016066,40,,,,,Bench,0,45.0,50.0,94.0,60.0
8601,Sabier Marte,SP,sa3019431,40,,,,,Bench,0,45.0,50.0,94.0,55.0
8772,Cade Obermueller,SP,sa3038991,40,,,,,Bench,0,50.0,50.0,93.0,55.0
8700,Jeter Martinez,SP,sa3021738,40,,,,,Bench,0,60.0,40.0,97.0,60.0
8605,Omar Cruz,DH,23875,40,,,,,Bench,0,45.0,40.0,94.0,60.0
8402,Bradgley Rodriguez,DH,29107,40,,,,,Bench,0,60.0,35.0,98.0,65.0
8458,Isaiah Lowe,SP,sa3020864,40,,,,,Bench,0,45.0,55.0,95.0,55.0
8913,Levi Sterling,SP,sa3066664,40,,,,,Bench,0,50.0,55.0,93.0,55.0
9146,Reinold Navarro,DH,sa3024459,40,,,,,Bench,0,70.0,30.0,96.0,60.0
8373,Kruz Schoolcraft,SP,sa3069203,40,,,,,Bench,0,50.0,60.0,96.0,60.0
8418,Joe Whitman,SP,sa3023131,40,,,,,Bench,0,50.0,50.0,94.0,55.0
8734,Jack Choate,RP,sa3020407,40,,,,,Bench,0,30.0,50.0,89.0,60.0
8873,Trent Harris,DH,sa3022526,40,,,,,Bench,0,55.0,50.0,96.0,60.0
8869,Teddy McGraw,RP,sa3025220,40,,,,,Bench,0,55.0,40.0,95.0,60.0
8581,Reggie Crawford,DH,sa3020457,40,,,,,Bench,0,70.0,30.0,98.0,70.0
8790,Liam Simon,DH,sa3020256,40,,,,,Bench,0,65.0,35.0,97.0,60.0
8762,Gerelmi Maldonado,DH,sa3016018,40,,,,,Bench,0,70.0,35.0,100.0,50.0
8844,Mason Black,DH,30171,40,,,,,Bench,0,45.0,50.0,94.0,60.0
8901,Luis De La Torre,DH,sa3022880,40,,,,,Bench,0,65.0,45.0,96.0,45.0
8817,Jacob Bresnahan,SP,sa3023066,40,,,,,Bench,0,60.0,40.0,93.0,55.0
8555,Hunter Dryden,SP,sa3067105,40,,,,,Bench,0,60.0,45.0,96.0,55.0
8849,Brycen Mautz,SP,sa3020710,40,,,,,Bench,0,45.0,55.0,94.0,55.0
9268,Evan Reifert,DH,sa3014860,40,,,,,Bench,0,50.0,30.0,96.0,80.0
8795,Kevin Abel,RP,sa3017879,40,,,,,Bench,0,50.0,40.0,92.0,60.0
9091,Drew Dowd,SP,sa3023509,40,,,,,Bench,0,40.0,50.0,92.0,70.0
9286,Jackson Lancaster,DH,sa3021468,40,,,,,Bench,0,45.0,50.0,93.0,70.0
8741,Jose Davila,SP,sa3015092,40,,,,,Bench,0,40.0,55.0,96.0,55.0
8665,Sem Robberse,RP,sa3011735,40,,,,,Bench,0,45.0,55.0,92.0,60.0
9033,Yordy Herrera,DH,sa3019643,40,,,,,Bench,0,55.0,40.0,93.0,60.0
9060,Leonel Sequera,SP,sa3019268,40,,,,,Bench,0,45.0,60.0,94.0,55.0
9009,Skylar Hales,DH,sa3022739,40,,,,,Bench,0,60.0,40.0,97.0,60.0
8842,Yu-Min Lin,SP,sa3019278,40,,,,,Bench,0,40.0,45.0,92.0,55.0
8937,Cade Kuehler,DH,sa3023306,40,,,,,Bench,0,55.0,40.0,92.0,60.0
8714,Davis Polo,SP,sa3019637,40,,,,,Bench,0,45.0,60.0,94.0,60.0
8683,Brady Basso,SP,25582,40,,,,,Bench,0,40.0,55.0,94.0,60.0
8739,Carlos Duran,DH,24458,40,,,,,Bench,0,60.0,40.0,97.0,60.0
8984,Juan Burgos,RP,27271,40,,,,,Bench,0,55.0,50.0,96.0,55.0
8846,Anthony Maldonado,DH,26034,40,,,,,Bench,0,40.0,55.0,94.0,70.0
8712,Will Johnston,SP,sa3022940,40,,,,,Bench,0,50.0,50.0,92.0,50.0
8686,Carter Holton,SP,sa3025599,40,,,,,Bench,0,45.0,40.0,94.0,60.0
8449,Kade Morris,RP,sa3023206,40,,,,,Bench,0,50.0,50.0,94.0,55.0
9113,Jacob Steinmetz,SP,sa3017976,40,,,,,Bench,0,45.0,50.0,94.0,60.0
8907,Jhancarlos  Lara,DH,sa3019367,40,,,,,Bench,0,60.0,35.0,99.0,70.0
8582,Yordin Chalas,SP,sa3021508,40,,,,,Bench,0,70.0,40.0,98.0,60.0
8743,Ethan Bagwell,SP,sa3025661,40,,,,,Bench,0,50.0,45.0,93.0,60.0
8602,Brett Sears,SP,sa3041892,40,,,,,Bench,0,45.0,55.0,,50.0
8530,Wei-En Lin,SP,sa3067072,40,,,,,Bench,0,50.0,50.0,93.0,60.0
8964,Landon Beidelschies,SP,sa3026885,40,,,,,Bench,0,45.0,50.0,93.0,55.0
9233,Keeler Morfe,SP,sa3022239,40,,,,,Bench,0,65.0,35.0,98.0,55.0
9252,Kiefer Lord,DH,sa3023135,40,,,,,Bench,0,70.0,40.0,95.0,60.0
9302,Kade Strowd,DH,26191,40,,,,,Bench,0,60.0,30.0,97.0,55.0
9092,Trace Bright,SP,sa3020558,40,,,,,Bench,0,50.0,45.0,95.0,70.0
8981,Anthony Nunez,DH,sa3010171,40,,,,,Bench,0,45.0,60.0,94.0,70.0
8880,Rolddy Muñoz,DH,27407,40,,,,,Bench,0,50.0,40.0,99.0,70.0
8896,Chayce McDermott,SP,29866,40,,,,,Bench,0,60.0,40.0,95.0,60.0
8727,Juan Nuñez,SP,sa3015464,40,,,,,Bench,0,55.0,40.0,95.0,60.0
8926,Levi Wells,DH,sa3023441,40,,,,,Bench,0,65.0,40.0,97.0,70.0
9170,Juaron Watts-Brown,RP,sa3023352,40,,,,,Bench,0,40.0,40.0,95.0,60.0
9315,Raimon Gomez,DH,sa3017645,40,,,,,Bench,0,80.0,20.0,103.0,60.0
9012,Michael Forret,RP,sa3023479,40,,,,,Bench,0,45.0,40.0,95.0,60.0
8771,Luis Arestigueta,SP,sa3021521,40,,,,,Bench,0,45.0,55.0,92.0,55.0
8954,Esteban Mejia,SP,sa3024583,40,,,,,Bench,0,70.0,45.0,97.0,55.0
8534,Raudy Reyes,DH,sa3066459,40,,,,,Bench,0,70.0,40.0,99.0,60.0
8648,Brody McCullough,SP,sa3020599,40,,,,,Bench,0,50.0,60.0,94.0,50.0
8443,Jack Neely,DH,30106,40,,,,,Bench,0,60.0,40.0,97.0,70.0
8617,David Sandlin,DH,sa3020606,40,,,,,Bench,0,65.0,45.0,98.0,45.0
8788,Zac Leigh,DH,sa3017873,40,,,,,Bench,0,55.0,40.0,95.0,60.0
8859,Blake Wehunt,RP,sa3023220,40,,,,,Bench,0,55.0,50.0,96.0,55.0
8470,Nazier Mulé,DH,sa3023566,40,,,,,Bench,0,70.0,35.0,97.0,70.0
8996,Tyler Uberstine,RP,sa3017643,40,,,,,Bench,0,45.0,50.0,94.0,55.0
8396,Aldrin Batista,SP,sa3019119,40,,,,,Bench,0,50.0,55.0,94.0,55.0
8776,Conrad Cason,SP,sa3067316,40,,,,,Bench,0,60.0,55.0,96.0,45.0
8832,John Holobetz,SP,sa3034016,40,,,,,Bench,0,45.0,60.0,95.0,55.0
8646,Sadbiel Delzine,SP,sa3068089,40,,,,,Bench,0,60.0,50.0,96.0,60.0
8420,Christian Oppor,RP,sa3022950,40,,,,,Bench,0,55.0,40.0,96.0,60.0
8990,Caden Favors,DH,sa3025446,40,,,,,Bench,0,55.0,50.0,94.0,60.0
8475,Tyler Schweitzer,SP,sa3020712,40,,,,,Bench,0,60.0,50.0,95.0,50.0
8639,Austin Peterson,SP,sa3020868,40,,,,,Bench,0,40.0,70.0,92.0,55.0
8827,Chase Mobley,SP,sa3067542,40,,,,,Bench,0,60.0,40.0,96.0,60.0
8707,Ky Bush,SP,29823,40,,,,,Bench,0,40.0,45.0,94.0,55.0
8932,Peyton Pallette,DH,sa3020742,40,,,,,Bench,0,45.0,45.0,96.0,60.0
8754,Andrew Walters,DH,33834,40,,,,,Bench,0,70.0,30.0,98.0,60.0
8736,Wikelman González,RP,26641,40,,,,,Bench,0,55.0,40.0,95.0,60.0
8479,Zach Maxwell,DH,31610,40,,,,,Bench,0,70.0,35.0,99.0,70.0
8654,Jose Acuna,SP,sa3015331,40,,,,,Bench,0,45.0,60.0,94.0,50.0
8684,Julian Aguiar,SP,30031,40,,,,,Bench,0,50.0,55.0,95.0,55.0
8680,Mason Adams,SP,sa3020388,40,,,,,Bench,0,40.0,60.0,93.0,50.0
8850,Luke Hayden,RP,sa3025504,40,,,,,Bench,0,55.0,40.0,96.0,60.0
8541,Duncan Davitt,SP,sa3020394,40,,,,,Bench,0,40.0,70.0,93.0,50.0
8902,Pierce George,DH,sa3025520,40,,,,,Bench,0,70.0,30.0,99.0,60.0
