prospect_id,data_year,name,position,fangraphs_id,target,target_label,fangraphs_fv,fb_future,sl_future,cb_future,ch_future,cmd_future,fb_upside,cmd_upside,velocity_sits_low,velocity_sits_high,velocity_tops,velocity_avg,plus_pitch_count,frame_grade,athleticism_grade,arm_grade,delivery_grade,has_tj_surgery,total_ip,era,whip,k_per_9,bb_per_9,k_bb_ratio,total_k,total_bb,total_hr_allowed,played_aaa,played_aa,played_a_plus,highest_level,avg_age,fv_change_1yr,fb_change,cmd_change,velo_change
9406,2022,Cole Waites,DH,25665,0,Bench,35,70.0,55.0,,,35.0,0.0,15.0,96.0,99.0,100.0,97.5000000000000000,2,2.0,1.0,,-1.0,0,13.1,0.6870229007633588,0.5343511450381679,,4.122137404580153,,,6.0,0.0,0,0,0,2,23,0,0.0,0.0,0.0
8382,2022,Cristian Mena,SP,27974,0,Bench,35,45.0,,60.0,45.0,55.0,15.0,30.0,88.0,92.0,94.0,90.0000000000000000,1,1.0,1.0,,1.0,0,47.4,7.974683544303797,1.89873417721519,,3.9873417721518987,,,21.0,8.0,0,0,0,1,18,0,0.0,0.0,0.0
9237,2022,Dalton Rogers,RP,sa3020479,0,Bench,35,,,,,,,,,,,,0,,,,,0,,,,,,,,,,0,0,0,1,20,0,,,
8865,2022,Daniel Robert,DH,21229,0,Bench,35,55.0,60.0,,,40.0,0.0,5.0,94.0,95.0,96.0,94.5000000000000000,2,,,,,1,20.8,3.0288461538461537,1.0096153846153846,,2.1634615384615383,,,5.0,3.0,0,1,1,4,26,0,0.0,0.0,0.0
9006,2022,Dylan Ray,SP,sa3020392,0,Bench,35,,,,,,,,,,,,0,,,,,0,,,,,,,,,,0,0,0,1,20,0,,,
8281,2022,Elmer Rodriguez-Cruz,SP,sa3019459,0,Bench,35,55.0,,50.0,50.0,45.0,15.0,25.0,89.0,92.0,94.0,90.5000000000000000,1,2.0,1.0,,,0,,,,,,,,,,0,0,0,1,17,0,0.0,0.0,0.0
8874,2022,Eric Adler,DH,sa3020592,0,Bench,35,,,,,,,,,,,,0,,,,,0,,,,,,,,,,0,0,0,1,20,0,,,
8892,2022,Eric Cerantola,DH,sa3017914,0,Bench,35,60.0,60.0,,55.0,40.0,5.0,10.0,92.0,95.0,97.0,93.5000000000000000,3,1.0,1.0,,-2.0,0,4.2,2.142857142857143,1.9047619047619047,,15.0,,,7.0,0.0,0,0,0,1,21,0,0.0,0.0,0.0
9268,2022,Evan Reifert,DH,sa3014860,0,Bench,35,60.0,70.0,,,30.0,5.0,10.0,94.0,97.0,98.0,95.5000000000000000,2,1.0,1.0,,-1.0,0,54.40000000000001,2.3161764705882346,1.3235294117647056,,5.955882352941175,,,36.0,4.0,0,0,1,3,22,0,0.0,0.0,0.0
8762,2022,Gerelmi Maldonado,DH,sa3016018,0,Bench,35,60.0,,55.0,,50.0,10.0,30.0,94.0,96.0,97.0,95.0000000000000000,2,1.0,,,,0,28.4,5.387323943661972,1.4788732394366197,,5.387323943661972,,,17.0,0.0,0,0,0,1,17,0,0.0,0.0,0.0
9039,2022,Jack Brannigan,SS,sa3019922,0,Bench,35,,,,,,,,,,,,0,,,,,0,,,,,,,,,,0,0,0,1,20,0,,,
9113,2022,Jacob Steinmetz,SP,sa3017976,0,Bench,35,50.0,,55.0,45.0,50.0,10.0,30.0,87.0,92.0,94.0,89.5000000000000000,1,1.0,,,-1.0,0,1.1,8.181818181818182,4.545454545454545,,32.72727272727273,,,4.0,0.0,0,0,0,1,17,0,0.0,0.0,0.0
8514,2022,Jairo Iriarte,SP,26907,0,Bench,35,50.0,60.0,,55.0,40.0,5.0,10.0,92.0,94.0,95.0,93.0000000000000000,2,1.0,1.0,,-1.0,0,28.599999999999998,11.958041958041958,1.9580419580419581,,4.090909090909091,,,13.0,6.0,0,0,0,2,19,0,0.0,0.0,0.0
8318,2022,Jean Cabrera,SP,sa3015433,0,Bench,35,60.0,45.0,,50.0,45.0,10.0,15.0,93.0,96.0,97.0,94.5000000000000000,1,2.0,,,1.0,0,52.2,1.5517241379310345,0.842911877394636,,1.7241379310344827,,,10.0,1.0,0,0,0,1,19,0,0.0,0.0,0.0
9409,2022,Josh White,RP,sa3019953,0,Bench,35,55.0,55.0,50.0,40.0,40.0,5.0,10.0,92.0,95.0,97.0,93.5000000000000000,2,,,,-1.0,0,,,,,,,,,,0,0,0,1,20,0,0.0,0.0,0.0
8613,2022,Karson Milbrandt,RP,sa3020659,0,Bench,35,,,,,,,,,,,,0,,,,,0,,,,,,,,,,0,0,0,1,17,0,,,
8460,2022,Kendry Rojas,SP,sa3016746,0,Bench,35,60.0,,55.0,,45.0,15.0,25.0,88.0,92.0,93.0,90.0000000000000000,2,,,,,0,23.2,2.3275862068965516,0.8189655172413793,,1.9396551724137931,,,5.0,1.0,0,0,0,1,18,0,0.0,0.0,0.0
8795,2022,Kevin Abel,RP,sa3017879,0,Bench,35,30.0,,55.0,60.0,55.0,0.0,20.0,87.0,91.0,94.0,89.0000000000000000,2,,,,,1,4.0,9.0,1.25,,6.75,,,3.0,1.0,0,0,0,1,22,0,0.0,0.0,0.0
8666,2022,Kyle Hurt,RP,27514,0,Bench,35,55.0,40.0,,60.0,40.0,0.0,10.0,93.0,96.0,97.0,94.5000000000000000,2,1.0,-1.0,,1.0,0,18.9,6.190476190476191,1.4814814814814816,,4.761904761904762,,,10.0,2.0,0,0,0,2,23,0,0.0,0.0,0.0
8517,2022,Luis Perales,DH,sa3014677,0,Bench,35,60.0,,55.0,45.0,40.0,0.0,20.0,95.0,97.0,98.0,96.0000000000000000,2,,1.0,,1.0,0,2.0,4.5,1.0,,4.5,,,1.0,0.0,0,0,0,1,18,0,0.0,0.0,0.0
9425,2022,Marcus Johnson,SP,sa3020324,0,Bench,35,,,,,,,,,,,,0,,,,,0,,,,,,,,,,0,0,0,1,20,0,,,
8334,2022,Mason Barnett,SP,31741,0,Bench,35,,,,,,,,,,,,0,,,,,0,,,,,,,,,,0,0,0,1,20,0,,,
8469,2022,Miguel Ullola,DH,sa3016504,0,Bench,35,60.0,60.0,,,40.0,5.0,10.0,93.0,96.0,97.0,94.5000000000000000,2,-1.0,1.0,,,0,23.4,4.230769230769231,1.4102564102564104,,8.076923076923077,,,21.0,1.0,0,0,0,1,19,0,0.0,0.0,0.0
8605,2022,Omar Cruz,DH,23875,0,Bench,35,35.0,,45.0,60.0,60.0,5.0,10.0,87.0,91.0,93.0,89.0000000000000000,1,-1.0,,,,0,,,,,,,,,,0,0,0,1,22,0,0.0,0.0,0.0
9315,2022,Raimon Gomez,DH,sa3017645,0,Bench,35,60.0,55.0,,50.0,40.0,0.0,10.0,94.0,97.0,99.0,95.5000000000000000,2,-2.0,1.0,,-1.0,0,11.399999999999999,2.368421052631579,1.4035087719298247,,4.736842105263158,,,6.0,1.0,0,0,0,1,19,0,0.0,0.0,0.0
9355,2022,Randel Clemente,DH,sa3016003,0,Bench,35,60.0,55.0,,,40.0,10.0,10.0,94.0,97.0,98.0,95.5000000000000000,2,2.0,,,,0,30.299999999999997,5.346534653465347,1.9471947194719474,,8.613861386138614,,,29.0,3.0,0,0,0,1,19,0,0.0,0.0,0.0
8257,2022,River Ryan,SP,29514,0,Bench,35,60.0,,60.0,,50.0,10.0,20.0,93.0,95.0,97.0,94.0000000000000000,2,,1.0,,,0,,,,,,,13.0,,,0,0,0,1,22,0,0.0,0.0,0.0
9041,2022,Ryan Jennings,DH,sa3020634,0,Bench,35,,,,,,,,,,,,0,,,,,0,,,,,,,,,,0,0,0,1,22,0,,,
8870,2022,Spencer Giesting,RP,sa3020402,0,Bench,35,50.0,60.0,,40.0,50.0,10.0,20.0,88.0,92.0,95.0,90.0000000000000000,1,2.0,1.0,,-1.0,0,,,,,,,,,,0,0,0,1,19,0,0.0,0.0,0.0
9156,2022,Stevie Emanuels,DH,sa3014698,0,Bench,35,50.0,55.0,,50.0,55.0,10.0,25.0,87.0,92.0,94.0,89.5000000000000000,1,,,,1.0,0,27.4,6.240875912408759,1.5328467153284673,,4.598540145985401,,,14.0,6.0,0,0,1,3,22,0,0.0,0.0,0.0
8333,2022,Tanner McDougal,SP,sa3017471,0,Bench,35,50.0,50.0,,50.0,50.0,10.0,30.0,90.0,92.0,94.0,91.0000000000000000,0,1.0,-1.0,,,1,9.2,9.782608695652174,1.6304347826086958,,4.891304347826087,,,5.0,2.0,0,0,0,1,18,0,0.0,0.0,0.0
9092,2022,Trace Bright,SP,sa3020558,0,Bench,35,,,,,,,,,,,,0,,,,,0,,,,,,,,,,0,0,0,1,20,0,,,
9347,2022,Trevor Martin,SP,sa3020608,0,Bench,35,,,,,,,,,,,,0,,,,,0,,,,,,,,,,0,0,0,1,20,0,,,
8384,2022,Trevor McDonald,SP,26448,0,Bench,35,50.0,50.0,55.0,,50.0,5.0,20.0,90.0,94.0,96.0,92.0000000000000000,1,1.0,1.0,,,0,68.7,4.192139737991266,1.5283842794759825,,4.454148471615721,,,34.0,4.0,0,0,0,2,20,0,0.0,0.0,0.0
8538,2022,Tyler Mattison,DH,sa3018117,0,Bench,35,55.0,,60.0,,40.0,5.0,10.0,92.0,95.0,100.0,93.5000000000000000,2,1.0,1.0,,,0,,,,,,,,,,0,0,0,1,21,0,0.0,0.0,0.0
8843,2022,Tyler Stuart,SP,sa3020264,0,Bench,35,55.0,55.0,,50.0,40.0,0.0,10.0,92.0,96.0,98.0,94.0000000000000000,2,,,,,0,,,,,,,,,,0,0,0,1,21,0,0.0,0.0,0.0
9414,2022,William Kempner,DH,sa3020527,0,Bench,35,,,,,,,,,,,,0,,,,,0,,,,,,,,,,0,0,0,1,20,0,,,
9434,2022,Yaqui Rivera,DH,sa3015504,0,Bench,35,,,,,,,,,,,,0,,,,,0,36.9,3.9024390243902443,1.4092140921409215,,4.390243902439025,,,18.0,2.0,0,0,0,1,17,0,,,
8464,2022,Yoniel Curet,SP,sa3015446,0,Bench,35,50.0,50.0,50.0,50.0,50.0,5.0,30.0,92.0,95.0,96.0,93.5000000000000000,0,1.0,1.0,,1.0,0,49.6,3.810483870967742,1.2903225806451613,,4.899193548387097,,,27.0,0.0,0,0,0,1,18,0,0.0,0.0,0.0
8182,2023,Andrew Painter,SP,sa3017880,3,All-Star,60,70.0,60.0,60.0,50.0,60.0,10.0,10.0,96.0,98.0,100.0,97.0000000000000000,3,2.0,1.0,,1.0,0,102.50000000000001,1.5804878048780486,0.897560975609756,,2.195121951219512,,,25.0,5.0,0,1,1,4,19,0,10.0,10.0,0.0
8839,2023,Dylan Lesko,SP,sa3020677,2,Regular,55,60.0,,70.0,70.0,50.0,5.0,20.0,94.0,96.0,98.0,95.0000000000000000,3,1.0,1.0,,1.0,0,,,,,,,,,,0,0,0,1,18,0,0.0,0.0,0.0
8547,2023,Mick Abel,SP,27756,2,Regular,55,65.0,,70.0,55.0,50.0,10.0,10.0,95.0,97.0,99.0,96.0000000000000000,3,2.0,1.0,,1.0,0,106.69999999999999,3.9643861293345832,1.3495782567947519,,4.217432052483599,,,50.0,11.0,0,1,1,4,20,0,0.0,0.0,-1.0
8261,2023,Ricky Tiedemann,SP,sa3018096,2,Regular,55,70.0,60.0,,60.0,50.0,10.0,15.0,94.0,95.0,98.0,94.5000000000000000,3,1.0,,,,0,77.5,2.206451612903226,0.8774193548387097,,3.367741935483871,,,29.0,3.0,0,1,1,4,19,10,20.0,-5.0,3.0
8357,2023,Cade Cavalli,SP,27473,2,Regular,50,55.0,55.0,70.0,55.0,45.0,0.0,5.0,94.0,98.0,102.0,96.0000000000000000,4,1.0,1.0,,-1.0,0,94.89999999999999,3.7934668071654376,1.201264488935722,,3.6986301369863015,,,39.0,3.0,1,0,0,5,23,-5,-15.0,0.0,0.0
8317,2023,Hurston Waldrep,SP,33527,2,Regular,50,60.0,55.0,55.0,,45.0,5.0,15.0,94.0,97.0,99.0,95.5000000000000000,3,1.0,2.0,,1.0,0,,,,,,,,,,0,0,0,1,20,0,0.0,0.0,0.0
8490,2023,Tekoah Roby,RP,sa3014519,2,Regular,50,60.0,55.0,70.0,55.0,55.0,0.0,5.0,93.0,96.0,97.0,94.5000000000000000,4,1.0,1.0,,1.0,0,,,,,,,,,,0,0,0,1,20,10,10.0,5.0,2.0
8256,2023,Tink Hence,SP,sa3014709,2,Regular,50,70.0,,60.0,55.0,45.0,10.0,15.0,95.0,97.0,100.0,96.0000000000000000,3,,2.0,,2.0,0,50.699999999999996,1.4201183431952664,0.9072978303747535,,2.6627218934911245,,,15.0,1.0,0,0,0,2,19,10,10.0,-10.0,1.0
8630,2023,Ty Madden,SP,30140,2,Regular,50,55.0,60.0,50.0,55.0,55.0,0.0,5.0,93.0,95.0,98.0,94.0000000000000000,3,1.0,1.0,,1.0,0,120.8,3.054635761589404,1.1175496688741722,,2.8311258278145695,,,38.0,16.0,0,1,1,4,22,5,5.0,0.0,0.0
9173,2023,Wilmer Flores,RP,sa3015223,2,Regular,50,55.0,,60.0,,45.0,5.0,5.0,93.0,96.0,98.0,94.5000000000000000,2,1.0,-1.0,,,0,,,,,,,,,,0,0,0,1,,10,-15.0,5.0,0.0
8486,2023,Adam Macko,RP,sa3011555,1,Part-Time,45,55.0,55.0,60.0,60.0,40.0,5.0,10.0,93.0,94.0,96.0,93.5000000000000000,4,-1.0,,,,0,37.4,4.090909090909091,1.4171122994652408,,4.812834224598931,,,20.0,4.0,0,0,1,3,21,5,0.0,-5.0,0.0
8512,2023,Angel Bastardo,RP,sa3009716,1,Part-Time,45,50.0,50.0,55.0,60.0,45.0,5.0,15.0,93.0,97.0,98.0,95.0000000000000000,2,,1.0,,-1.0,0,78.50000000000001,4.700636942675159,1.6178343949044582,,5.159235668789808,,,45.0,4.0,0,0,0,2,20,10,-5.0,5.0,0.0
8969,2023,Anthony Solometo,SP,sa3018259,1,Part-Time,45,35.0,50.0,,50.0,70.0,5.0,35.0,88.0,92.0,94.0,90.0000000000000000,0,1.0,1.0,,1.0,0,47.2,2.669491525423729,1.059322033898305,,3.6228813559322033,,,19.0,0.0,0,0,0,2,19,5,-15.0,10.0,2.0
8539,2023,Brandon Barriera,SP,sa3020683,1,Part-Time,45,60.0,60.0,50.0,55.0,50.0,10.0,30.0,93.0,96.0,98.0,94.5000000000000000,3,1.0,2.0,,1.0,0,,,,,,,,,,0,0,0,1,18,0,0.0,0.0,0.0
8174,2023,Bubba Chandler,SP,29868,1,Part-Time,45,60.0,55.0,,50.0,55.0,5.0,25.0,93.0,96.0,98.0,94.5000000000000000,2,2.0,2.0,,2.0,0,39.7,2.720403022670025,1.2846347607052895,7.934508816120906,6.347607052896725,1.25,35.0,28.0,3.0,0,0,0,2,19,0,5.0,0.0,5.0
8973,2023,Caleb Kilian,RP,26213,1,Part-Time,45,55.0,45.0,50.0,45.0,50.0,0.0,0.0,92.0,96.0,99.0,94.0000000000000000,1,1.0,1.0,,1.0,0,104.1,4.322766570605188,1.6042267050912584,,5.100864553314121,,,59.0,7.0,1,0,0,5,25,0,0.0,-20.0,0.0
8253,2023,Carson Whisenhunt,SP,31676,1,Part-Time,45,45.0,,45.0,70.0,60.0,5.0,10.0,92.0,94.0,96.0,93.0000000000000000,1,,1.0,,1.0,0,7.2,0.0,0.9722222222222222,,1.25,,,1.0,0.0,0,0,0,2,21,0,0.0,0.0,2.0
8221,2023,Chase Petty,SP,30170,1,Part-Time,45,55.0,70.0,,50.0,45.0,0.0,25.0,93.0,96.0,100.0,94.5000000000000000,2,1.0,1.0,,-1.0,0,96.00000000000001,3.5624999999999996,1.1979166666666665,,2.9062499999999996,,,31.0,7.0,0,0,1,3,19,5,-5.0,0.0,0.0
8506,2023,Connor Phillips,RP,27649,1,Part-Time,45,60.0,55.0,60.0,40.0,40.0,0.0,10.0,95.0,97.0,99.0,96.0000000000000000,3,-1.0,-1.0,,,0,106.39999999999999,3.8909774436090228,1.4379699248120301,,5.582706766917294,,,66.0,8.0,0,1,1,4,21,0,0.0,0.0,2.0
8254,2023,Connor Prielipp,SP,sa3020808,1,Part-Time,45,55.0,70.0,,50.0,40.0,5.0,10.0,92.0,94.0,95.0,93.0000000000000000,2,-1.0,-1.0,,-1.0,1,,,,,,,,,,0,0,0,1,21,0,0.0,0.0,0.0
8461,2023,Cooper Hjerpe,SP,sa3020736,1,Part-Time,45,45.0,60.0,,55.0,55.0,0.0,20.0,88.0,92.0,95.0,90.0000000000000000,2,1.0,1.0,,1.0,0,,,,,,,,,,0,0,0,1,21,0,0.0,0.0,0.0
8362,2023,Dax Fulton,SP,sa3014535,1,Part-Time,45,50.0,,60.0,50.0,55.0,0.0,10.0,91.0,95.0,96.0,93.0000000000000000,1,1.0,,,,1,115.3,3.9028620988725065,1.344319167389419,,3.2784041630529055,,,42.0,8.0,0,1,1,4,20,0,10.0,0.0,1.0
8688,2023,Gabriel Hughes,SP,sa3020661,1,Part-Time,45,55.0,60.0,50.0,50.0,50.0,5.0,20.0,91.0,94.0,97.0,92.5000000000000000,2,2.0,1.0,,,0,3.0,0.0,0.6666666666666666,,3.0,,,1.0,0.0,0,0,0,2,20,0,0.0,0.0,0.0
8514,2023,Jairo Iriarte,SP,26907,1,Part-Time,45,60.0,60.0,,60.0,45.0,0.0,15.0,93.0,97.0,100.0,95.0000000000000000,3,1.0,2.0,,,0,88.3,5.300113250283126,1.4156285390713477,,4.280860702151756,,,42.0,13.0,0,0,0,2,20,10,10.0,5.0,3.0
8815,2023,Jake Eder,SP,27590,1,Part-Time,45,60.0,70.0,,45.0,45.0,5.0,5.0,92.0,95.0,97.0,93.5000000000000000,2,1.0,,,-1.0,1,,,,,,,,,,0,0,0,1,23,0,0.0,5.0,0.0
8192,2023,Jarlin Susana,SP,sa3018808,1,Part-Time,45,60.0,70.0,45.0,45.0,45.0,0.0,25.0,96.0,99.0,103.0,97.5000000000000000,2,1.0,,,-1.0,0,43.6,2.477064220183486,1.1009174311926606,,4.128440366972477,,,20.0,2.0,0,0,0,2,18,5,-10.0,0.0,0.0
8418,2023,Joe Whitman,SP,sa3023131,1,Part-Time,45,55.0,60.0,,50.0,55.0,10.0,20.0,90.0,94.0,96.0,92.0000000000000000,2,1.0,1.0,,1.0,0,,,,,,,,,,0,0,0,1,20,0,0.0,0.0,0.0
8509,2023,Jordy Vargas,SP,sa3016052,1,Part-Time,45,60.0,,60.0,55.0,55.0,10.0,30.0,92.0,96.0,98.0,94.0000000000000000,3,2.0,2.0,,1.0,0,50.400000000000006,3.0357142857142856,0.992063492063492,,3.0357142857142856,,,17.0,5.0,0,0,0,2,18,0,0.0,0.0,0.0
8350,2023,JR Ritchie,SP,sa3020395,1,Part-Time,45,60.0,,60.0,50.0,50.0,10.0,30.0,91.0,94.0,96.0,92.5000000000000000,2,1.0,1.0,,2.0,0,14.1,1.9148936170212767,0.9929078014184397,,3.1914893617021276,,,5.0,1.0,0,0,0,2,19,0,0.0,0.0,0.0
8577,2023,Marco Raya,RP,sa3014550,1,Part-Time,45,60.0,55.0,60.0,40.0,55.0,5.0,20.0,94.0,96.0,97.0,95.0000000000000000,3,,2.0,,2.0,0,62.9,3.14785373608903,1.1128775834658189,,3.29093799682035,,,23.0,8.0,0,0,0,2,19,5,10.0,0.0,0.0
8191,2023,Noah Schultz,SP,sa3020949,1,Part-Time,45,55.0,50.0,,45.0,50.0,10.0,30.0,88.0,93.0,95.0,90.5000000000000000,1,2.0,1.0,,,0,,,,,,,,,,0,0,0,1,18,0,0.0,0.0,0.0
8325,2023,Noble Meyer,SP,sa3022945,1,Part-Time,45,60.0,60.0,,60.0,55.0,5.0,35.0,93.0,96.0,100.0,94.5000000000000000,3,1.0,1.0,,-1.0,0,,,,,,,,,,0,0,0,1,17,0,0.0,0.0,0.0
8275,2023,Owen Murphy,SP,sa3020330,1,Part-Time,45,55.0,60.0,60.0,,55.0,5.0,30.0,91.0,94.0,95.0,92.5000000000000000,3,-1.0,1.0,,2.0,0,11.3,4.778761061946902,1.1504424778761062,,4.778761061946902,,,6.0,0.0,0,0,0,2,18,0,0.0,0.0,0.0
9128,2023,Owen White,SP,22273,1,Part-Time,45,45.0,55.0,50.0,50.0,50.0,0.0,0.0,92.0,94.0,96.0,93.0000000000000000,1,,,,,0,78.69999999999999,3.6594663278271926,1.1817026683608642,,2.6302414231257947,,,23.0,8.0,0,1,1,4,22,-5,-10.0,-10.0,-1.0
8201,2023,Parker Messick,SP,31986,1,Part-Time,45,45.0,50.0,40.0,70.0,60.0,5.0,25.0,89.0,92.0,94.0,90.5000000000000000,1,-2.0,,,1.0,0,,,,,,,,,,0,0,0,1,21,0,0.0,0.0,0.0
8257,2023,River Ryan,SP,29514,1,Part-Time,45,60.0,,55.0,50.0,55.0,5.0,25.0,93.0,95.0,97.0,94.0000000000000000,2,1.0,2.0,,1.0,0,45.099999999999994,2.594235033259424,1.3082039911308205,,4.190687361419069,,,21.0,4.0,0,0,1,3,23,10,0.0,5.0,0.0
8394,2023,Robert Gasser,SP,29812,1,Part-Time,45,45.0,60.0,55.0,50.0,60.0,0.0,10.0,90.0,93.0,96.0,91.5000000000000000,2,,1.0,,1.0,0,133.5,4.044943820224719,1.3333333333333333,,3.50561797752809,,,52.0,11.0,1,1,1,5,23,5,5.0,5.0,0.0
8665,2023,Sem Robberse,RP,sa3011735,1,Part-Time,45,45.0,,55.0,60.0,60.0,5.0,25.0,91.0,94.0,95.0,92.5000000000000000,2,,1.0,,1.0,0,109.00000000000001,3.3027522935779814,1.1834862385321099,,2.807339449541284,,,34.0,11.0,0,1,1,4,20,5,-5.0,10.0,13.0
9196,2023,Shane Drohan,RP,sa3014447,1,Part-Time,45,45.0,45.0,45.0,60.0,55.0,0.0,5.0,90.0,92.0,95.0,91.0000000000000000,1,,1.0,,1.0,0,127.79999999999998,3.9436619718309864,1.2754303599374024,,3.5915492957746484,,,51.0,20.0,0,1,1,4,23,0,0.0,0.0,0.0
8340,2023,Thomas Harrington,SP,31989,1,Part-Time,45,45.0,50.0,,60.0,60.0,5.0,25.0,90.0,93.0,96.0,91.5000000000000000,1,,1.0,,-1.0,0,,,,,,,,,,0,0,0,1,20,0,0.0,0.0,0.0
8736,2023,Wikelman González,RP,26641,1,Part-Time,45,60.0,55.0,,60.0,50.0,5.0,25.0,93.0,96.0,98.0,94.5000000000000000,3,1.0,1.0,,1.0,0,96.00000000000001,4.312499999999999,1.3541666666666665,,5.062499999999999,,,54.0,2.0,0,0,1,3,20,0,0.0,0.0,0.0
9105,2023,Yosver Zulueta,DH,27765,1,Part-Time,45,70.0,60.0,55.0,50.0,40.0,0.0,5.0,96.0,98.0,100.0,97.0000000000000000,3,1.0,1.0,,1.0,0,31.8,2.830188679245283,1.2578616352201257,,5.943396226415095,,,21.0,1.0,1,1,1,5,24,5,0.0,0.0,0.0
8854,2023,Adam Mazur,SP,31900,0,Bench,40,50.0,55.0,,50.0,45.0,5.0,15.0,92.0,95.0,97.0,93.5000000000000000,1,,1.0,,1.0,0,,,,,,,,,,0,0,0,1,21,0,0.0,0.0,0.0
9207,2023,Aidan Curry,RP,sa3015334,0,Bench,40,60.0,60.0,,50.0,45.0,10.0,15.0,92.0,94.0,96.0,93.0000000000000000,2,2.0,1.0,,,0,36.7,4.4141689373297,1.6348773841961852,,5.395095367847411,,,22.0,4.0,0,0,0,2,19,0,0.0,0.0,0.0
8425,2023,Alex McFarlane,DH,sa3020633,0,Bench,40,65.0,60.0,,,40.0,5.0,10.0,96.0,98.0,100.0,97.0000000000000000,2,2.0,2.0,,,0,8.0,9.0,1.875,,3.375,,,3.0,1.0,0,0,0,2,21,5,15.0,0.0,2.0
8796,2023,Andre Granillo,DH,29542,0,Bench,40,55.0,60.0,,,50.0,0.0,0.0,94.0,96.0,98.0,95.0000000000000000,2,,-1.0,,,0,47.2,4.576271186440677,1.5677966101694913,,5.720338983050847,,,30.0,5.0,0,1,1,4,22,0,0.0,0.0,0.0
8664,2023,Andrew Hoffmann,DH,29633,0,Bench,40,40.0,60.0,,50.0,55.0,0.0,10.0,91.0,93.0,96.0,92.0000000000000000,1,2.0,,,,0,118.4,3.8006756756756754,1.3006756756756757,,3.116554054054054,,,41.0,14.0,0,1,1,4,22,0,-10.0,5.0,-1.0
8545,2023,Andrew Moore,DH,sa3016795,0,Bench,40,60.0,50.0,70.0,,35.0,5.0,5.0,94.0,97.0,98.0,95.5000000000000000,2,1.0,,,-1.0,0,38.50000000000001,4.675324675324674,1.714285714285714,,6.779220779220778,,,29.0,1.0,0,0,0,2,22,5,0.0,-5.0,0.0
8846,2023,Anthony Maldonado,DH,26034,0,Bench,40,45.0,70.0,,,50.0,0.0,0.0,92.0,95.0,96.0,93.5000000000000000,1,1.0,,,,0,57.90000000000001,3.2642487046632116,1.1398963730569946,,3.10880829015544,,,20.0,9.0,1,1,0,5,24,0,0.0,0.0,0.0
8823,2023,Austin Love,DH,sa3017609,0,Bench,40,50.0,70.0,,50.0,50.0,0.0,10.0,92.0,95.0,98.0,93.5000000000000000,1,,-1.0,,,0,122.40000000000002,5.882352941176469,1.560457516339869,,3.823529411764705,,,52.0,15.0,0,0,1,3,23,0,0.0,-5.0,0.0
9301,2023,Austin Vernon,DH,sa3017138,0,Bench,40,60.0,55.0,50.0,60.0,40.0,0.0,10.0,94.0,96.0,97.0,95.0000000000000000,3,1.0,,,1.0,0,,,,,,,,,,0,0,0,1,23,0,0.0,0.0,0.0
8292,2023,Ben Kudrna,SP,sa3018253,0,Bench,40,50.0,50.0,,60.0,50.0,5.0,20.0,91.0,95.0,96.0,93.0000000000000000,1,1.0,1.0,,,0,70.7,3.5643564356435644,1.386138613861386,,4.073550212164073,,,32.0,4.0,0,0,0,2,19,0,-5.0,5.0,0.0
8845,2023,Ben Peoples,DH,sa3011784,0,Bench,40,50.0,,60.0,,45.0,5.0,15.0,91.0,95.0,96.0,93.0000000000000000,1,1.0,1.0,,,0,,,,,,,,,,0,0,0,1,21,0,0.0,0.0,0.0
8284,2023,Blade Tidwell,SP,31701,0,Bench,40,60.0,60.0,45.0,40.0,40.0,5.0,10.0,92.0,96.0,98.0,94.0000000000000000,2,1.0,,,1.0,0,8.4,2.142857142857143,1.3095238095238095,,7.5,,,7.0,0.0,0,0,0,2,21,-5,0.0,-10.0,0.0
8508,2023,Blake Burkhalter,DH,sa3020382,0,Bench,40,60.0,,,50.0,40.0,0.0,10.0,94.0,96.0,97.0,95.0000000000000000,1,1.0,,,-1.0,0,4.199999999999999,4.2857142857142865,1.1904761904761907,,2.1428571428571432,,,1.0,0.0,0,0,0,2,21,0,0.0,0.0,0.0
9272,2023,Blake Walston,SP,26270,0,Bench,40,30.0,55.0,50.0,55.0,60.0,0.0,15.0,88.0,93.0,96.0,90.5000000000000000,2,1.0,1.0,,1.0,0,120.49999999999997,4.929460580912864,1.443983402489627,,3.4356846473029052,,,46.0,16.0,0,1,1,4,21,-5,-15.0,5.0,1.0
8381,2023,Brandon Birdsell,SP,sa3020797,0,Bench,40,60.0,60.0,50.0,40.0,45.0,0.0,15.0,92.0,97.0,99.0,94.5000000000000000,2,-1.0,-1.0,,-1.0,0,,,,,,,,,,0,0,0,1,22,0,0.0,0.0,0.0
8648,2023,Brody McCullough,SP,sa3020599,0,Bench,40,50.0,45.0,50.0,55.0,55.0,5.0,20.0,91.0,94.0,96.0,92.5000000000000000,1,1.0,1.0,,1.0,0,6.300000000000001,1.4285714285714284,0.9523809523809523,,2.8571428571428568,,,2.0,0.0,0,0,0,2,22,0,0.0,0.0,0.0
8849,2023,Brycen Mautz,SP,sa3020710,0,Bench,40,35.0,60.0,,45.0,60.0,5.0,25.0,90.0,94.0,95.0,92.0000000000000000,1,1.0,,,,0,,,,,,,,,,0,0,0,1,20,0,0.0,0.0,0.0
